ano,idmun,municipality,province,inmigrations,emigrations,net_migration
2016,06153,Villanueva de la Serena,Badajoz,234,334,-100
2016,06158,Zafra,Badajoz,176,277,-101
2016,07003,Alcúdia,Baleares,519,427,92
2016,07005,Andratx,Baleares,160,102,58
2016,07011,Calvià,Baleares,1099,794,305
2016,07013,Campos,Baleares,175,114,61
2016,07014,Capdepera,Baleares,515,375,140
2016,07015,Ciutadella de Menorca,Baleares,941,845,96
2016,07022,Felanitx,Baleares,225,173,52
2016,07024,Formentera,Baleares,704,609,95
2016,07026,Eivissa,Baleares,1644,1446,198
2016,07027,Inca,Baleares,483,368,115
2016,07031,Llucmajor,Baleares,788,576,212
2016,07032,Maó-Mahón,Baleares,713,698,15
2016,07033,Manacor,Baleares,880,647,233
2016,07036,Marratxí,Baleares,275,193,82
2016,07040,Palma,Baleares,7511,5815,1696
2016,07042,Pollença,Baleares,219,186,33
2016,07044,Sa Pobla,Baleares,113,103,10
2016,07046,Sant Antoni de Portmany,Baleares,1281,885,396
2016,07048,Sant Josep de sa Talaia,Baleares,1029,871,158
2016,07054,Santa Eulària des Riu,Baleares,1305,1151,154
2016,07055,Santa Margalida,Baleares,333,207,126
2016,07057,Santanyí,Baleares,253,150,103
2016,07061,Sóller,Baleares,161,125,36
2016,07062,Son Servera,Baleares,300,162,138
2016,08001,Abrera,Barcelona,103,89,14
2016,08006,Arenys de Mar,Barcelona,132,120,12
2016,08009,Argentona,Barcelona,55,62,-7
2016,08015,Badalona,Barcelona,1660,1761,-101
2016,08019,Barcelona,Barcelona,18906,16887,2019
2016,08022,Berga,Barcelona,118,121,-3
2016,08033,Caldes de Montbui,Barcelona,88,123,-35
2016,08035,Calella,Barcelona,228,201,27
2016,08040,Canet de Mar,Barcelona,102,118,-16
2016,08041,Canovelles,Barcelona,143,118,25
2016,08046,Cardedeu,Barcelona,84,138,-54
2016,08051,Castellar del Vallès,Barcelona,142,127,15
2016,08054,Castellbisbal,Barcelona,85,88,-3
2016,08056,Castelldefels,Barcelona,782,827,-45
2016,08072,Corbera de Llobregat,Barcelona,65,83,-18
2016,08073,Cornellà de Llobregat,Barcelona,737,678,59
2016,08074,Cubelles,Barcelona,262,305,-43
2016,08076,Esparreguera,Barcelona,214,196,18
2016,08077,Esplugues de Llobregat,Barcelona,372,334,38
2016,08086,Les Franqueses del Vallès,Barcelona,149,126,23
2016,08088,La Garriga,Barcelona,99,100,-1
2016,08089,Gavà,Barcelona,435,408,27
2016,08096,Granollers,Barcelona,591,517,74
2016,08101,L'Hospitalet de Llobregat,Barcelona,2807,2526,281
2016,08102,Igualada,Barcelona,419,355,64
2016,08105,La Llagosta,Barcelona,108,100,8
2016,08107,Lliçà d'Amunt,Barcelona,70,79,-9
2016,08110,Malgrat de Mar,Barcelona,301,268,33
2016,08112,Manlleu,Barcelona,195,188,7
2016,08113,Manresa,Barcelona,710,648,62
2016,08114,Martorell,Barcelona,228,247,-19
2016,08118,El Masnou,Barcelona,188,156,32
2016,08121,Mataró,Barcelona,1103,1032,71
2016,08123,Molins de Rei,Barcelona,129,147,-18
2016,08124,Mollet del Vallès,Barcelona,417,407,10
2016,08125,Montcada i Reixac,Barcelona,255,257,-2
2016,08126,Montgat,Barcelona,67,78,-11
2016,08136,Montornès del Vallès,Barcelona,108,123,-15
2016,08147,Olesa de Montserrat,Barcelona,171,189,-18
2016,08156,Palau-solità i Plegamans,Barcelona,72,73,-1
2016,08157,Pallejà,Barcelona,76,54,22
2016,08159,Parets del Vallès,Barcelona,122,127,-5
2016,08161,Piera,Barcelona,99,102,-3
2016,08163,Pineda de Mar,Barcelona,309,303,6
2016,08169,El Prat de Llobregat,Barcelona,626,504,122
2016,08172,Premià de Mar,Barcelona,165,235,-70
2016,08180,Ripollet,Barcelona,314,272,42
2016,08181,La Roca del Vallès,Barcelona,60,81,-21
2016,08184,Rubí,Barcelona,565,648,-83
2016,08187,Sabadell,Barcelona,1889,1551,338
2016,08194,Sant Adrià de Besòs,Barcelona,350,382,-32
2016,08196,Sant Andreu de la Barca,Barcelona,234,233,1
2016,08197,Sant Andreu de Llavaneres,Barcelona,72,79,-7
2016,08200,Sant Boi de Llobregat,Barcelona,616,637,-21
2016,08202,Sant Celoni,Barcelona,246,259,-13
2016,08205,Sant Cugat del Vallès,Barcelona,695,765,-70
2016,08211,Sant Feliu de Llobregat,Barcelona,320,335,-15
2016,08217,Sant Joan Despí,Barcelona,268,259,9
2016,08218,Sant Joan de Vilatorrada,Barcelona,62,75,-13
2016,08219,Vilassar de Mar,Barcelona,100,152,-52
2016,08221,Sant Just Desvern,Barcelona,170,137,33
2016,08230,Premià de Dalt,Barcelona,78,82,-4
2016,08231,Sant Pere de Ribes,Barcelona,309,353,-44
2016,08238,Sant Quirze del Vallès,Barcelona,129,131,-2
2016,08240,Sant Sadurní d'Anoia,Barcelona,88,75,13
2016,08245,Santa Coloma de Gramenet,Barcelona,963,1072,-109
2016,08252,Barberà del Vallès,Barcelona,226,212,14
2016,08260,Santa Perpètua de Mogoda,Barcelona,192,172,20
2016,08263,Sant Vicenç dels Horts,Barcelona,211,177,34
2016,08266,Cerdanyola del Vallès,Barcelona,419,425,-6
2016,08270,Sitges,Barcelona,352,342,10
2016,08279,Terrassa,Barcelona,1965,1741,224
2016,08284,Tordera,Barcelona,396,310,86
2016,08285,Torelló,Barcelona,125,97,28
2016,08295,Vallirana,Barcelona,113,108,5
2016,08298,Vic,Barcelona,676,467,209
2016,08301,Viladecans,Barcelona,555,588,-33
2016,08302,Vilanova del Camí,Barcelona,119,88,31
2016,08305,Vilafranca del Penedès,Barcelona,416,395,21
2016,08307,Vilanova i la Geltrú,Barcelona,758,830,-72
2016,08904,Badia del Vallès,Barcelona,111,118,-7
2016,09018,Aranda de Duero,Burgos,525,577,-52
2016,09059,Burgos,Burgos,1992,2494,-502
2016,09219,Miranda de Ebro,Burgos,667,747,-80
2016,10037,Cáceres,Cáceres,1183,1601,-418
2016,10067,Coria,Cáceres,111,234,-123
2016,10131,Navalmoral de la Mata,Cáceres,309,408,-99
2016,10148,Plasencia,Cáceres,401,653,-252
2016,11004,Algeciras,Cádiz,1891,1727,164
2016,11006,Arcos de la Frontera,Cádiz,311,471,-160
2016,11007,Barbate,Cádiz,180,228,-48
2016,11008,Los Barrios,Cádiz,271,316,-45
2016,11012,Cádiz,Cádiz,992,1313,-321
2016,11014,Conil de la Frontera,Cádiz,272,219,53
2016,11015,Chiclana de la Frontera,Cádiz,1101,1159,-58
2016,11016,Chipiona,Cádiz,220,239,-19
2016,11020,Jerez de la Frontera,Cádiz,2362,2784,-422
2016,11022,La Línea de la Concepción,Cádiz,648,705,-57
2016,11023,Medina-Sidonia,Cádiz,76,101,-25
2016,11027,El Puerto de Santa María,Cádiz,1231,1473,-242
2016,11028,Puerto Real,Cádiz,374,455,-81
2016,11030,Rota,Cádiz,481,520,-39
2016,11031,San Fernando,Cádiz,918,1205,-287
2016,11032,Sanlúcar de Barrameda,Cádiz,438,529,-91
2016,11033,San Roque,Cádiz,561,500,61
2016,11035,Tarifa,Cádiz,285,242,43
2016,11038,Ubrique,Cádiz,131,191,-60
2016,11039,Vejer de la Frontera,Cádiz,96,107,-11
2016,11041,Villamartín,Cádiz,126,172,-46
2016,12005,L'Alcora,Castellón,73,76,-3
2016,12009,Almassora,Castellón,240,284,-44
2016,12027,Benicarló,Castellón,518,598,-80
2016,12028,Benicasim/Benicàssim,Castellón,269,215,54
2016,12032,Borriana/Burriana,Castellón,508,504,4
2016,12040,Castellón de la Plana/Castelló de la Plana,Castellón,2025,2161,-136
2016,12082,Nules,Castellón,175,179,-4
2016,12084,Onda,Castellón,243,236,7
2016,12126,La Vall d'Uixó,Castellón,231,362,-131
2016,12135,Vila-real,Castellón,532,489,43
2016,12138,Vinaròs,Castellón,739,666,73
2016,13005,Alcázar de San Juan,Ciudad Real,503,604,-101
2016,13023,Bolaños de Calatrava,Ciudad Real,78,112,-34
2016,13028,Campo de Criptana,Ciudad Real,108,147,-39
2016,13034,Ciudad Real,Ciudad Real,1018,1340,-322
2016,13039,Daimiel,Ciudad Real,161,253,-92
2016,13053,Manzanares,Ciudad Real,174,282,-108
2016,13056,Miguelturra,Ciudad Real,149,195,-46
2016,13071,Puertollano,Ciudad Real,574,946,-372
2016,13078,Socuéllamos,Ciudad Real,175,271,-96
2016,13079,La Solana,Ciudad Real,72,148,-76
2016,13082,Tomelloso,Ciudad Real,444,546,-102
2016,13087,Valdepeñas,Ciudad Real,386,525,-139
2016,13096,Villarrubia de los Ojos,Ciudad Real,84,179,-95
2016,14002,Aguilar de la Frontera,Córdoba,92,101,-9
2016,14007,Baena,Córdoba,145,320,-175
2016,14013,Cabra,Córdoba,166,248,-82
2016,14017,La Carlota,Córdoba,167,172,-5
2016,14021,Córdoba,Córdoba,3082,4235,-1153
2016,14030,Fuente Palmera,Córdoba,103,156,-53
2016,14038,Lucena,Córdoba,496,618,-122
2016,14042,Montilla,Córdoba,140,210,-70
2016,14049,Palma del Río,Córdoba,230,323,-93
2016,14052,Peñarroya-Pueblonuevo,Córdoba,123,192,-69
2016,14054,Pozoblanco,Córdoba,190,216,-26
2016,14055,Priego de Córdoba,Córdoba,270,352,-82
2016,14056,Puente Genil,Córdoba,398,530,-132
2016,14058,Rute,Córdoba,103,157,-54
2016,15002,Ames,A Coruña,427,462,-35
2016,15005,Arteixo,A Coruña,319,257,62
2016,15009,Betanzos,A Coruña,106,97,9
2016,15011,Boiro,A Coruña,170,179,-9
2016,15017,Cambre,A Coruña,186,188,-2
2016,15019,Carballo,A Coruña,149,176,-27
2016,15030,A Coruña,A Coruña,3063,2940,123
2016,15031,Culleredo,A Coruña,267,231,36
2016,15035,Fene,A Coruña,74,112,-38
2016,15036,Ferrol,A Coruña,959,1135,-176
2016,15041,A Laracha,A Coruña,59,51,8
2016,15054,Narón,A Coruña,390,472,-82
2016,15057,Noia,A Coruña,116,115,1
2016,15058,Oleiros,A Coruña,406,374,32
2016,15059,Ordes,A Coruña,63,73,-10
2016,15070,As Pontes de García Rodríguez,A Coruña,70,88,-18
2016,15072,Rianxo,A Coruña,78,115,-37
2016,15073,Ribeira,A Coruña,196,235,-39
2016,15075,Sada (A Coruña),A Coruña,147,209,-62
2016,15078,Santiago de Compostela,A Coruña,1475,1295,180
2016,15082,Teo,A Coruña,198,244,-46
2016,16078,Cuenca,Cuenca,866,1169,-303
2016,16203,Tarancón,Cuenca,383,377,6
2016,17015,Banyoles,Girona,226,170,56
2016,17022,La Bisbal d'Empordà,Girona,126,111,15
2016,17023,Blanes,Girona,1093,1123,-30
2016,17034,Calonge i Sant Antoni,Girona,205,169,36
2016,17044,Cassà de la Selva,Girona,127,78,49
2016,17047,Castelló d'Empúries,Girona,165,170,-5
2016,17048,Castell-Platja d'Aro,Girona,238,243,-5
2016,17062,L'Escala,Girona,151,151,0
2016,17066,Figueres,Girona,724,745,-21
2016,17079,Girona,Girona,1547,1449,98
2016,17095,Lloret de Mar,Girona,833,888,-55
2016,17114,Olot,Girona,476,429,47
2016,17117,Palafrugell,Girona,278,278,0
2016,17118,Palamós,Girona,263,276,-13
2016,17147,Ripoll,Girona,160,169,-9
2016,17152,Roses,Girona,283,324,-41
2016,17155,Salt,Girona,403,393,10
2016,17160,Sant Feliu de Guíxols,Girona,311,355,-44
2016,17180,Santa Coloma de Farners,Girona,155,127,28
2016,17199,Torroella de Montgrí,Girona,178,184,-6
2016,18003,Albolote,Granada,209,224,-15
2016,18017,Almuñécar,Granada,371,461,-90
2016,18021,Armilla,Granada,570,491,79
2016,18022,Atarfe,Granada,208,235,-27
2016,18023,Baza,Granada,379,442,-63
2016,18062,Churriana de la Vega,Granada,287,253,34
2016,18087,Granada,Granada,3897,4246,-349
2016,18089,Guadix,Granada,261,332,-71
2016,18100,Huétor Tájar,Granada,138,128,10
2016,18101,Huétor Vega,Granada,120,156,-36
2016,18102,Illora,Granada,69,76,-7
2016,18122,Loja,Granada,184,276,-92
2016,18127,Maracena,Granada,235,313,-78
2016,18140,Motril,Granada,676,733,-57
2016,18145,Ogíjares,Granada,165,155,10
2016,18153,Peligros,Granada,100,111,-11
2016,18158,Pinos Puente,Granada,71,108,-37
2016,18173,Salobreña,Granada,147,187,-40
2016,18175,Santa Fe,Granada,168,174,-6
2016,18193,La Zubia,Granada,241,229,12
2016,18905,Las Gabias,Granada,324,389,-65
2016,18911,Vegas del Genil,Granada,90,92,-2
2016,19024,Alovera,Guadalajara,417,360,57
2016,19046,Azuqueca de Henares,Guadalajara,1350,1203,147
2016,19071,El Casar,Guadalajara,699,568,131
2016,19130,Guadalajara,Guadalajara,1706,1717,-11
2016,20009,Andoain,Guipúzcoa,115,81,34
2016,20017,Azkoitia,Guipúzcoa,95,114,-19
2016,20018,Azpeitia,Guipúzcoa,126,113,13
2016,20019,Beasain,Guipúzcoa,122,139,-17
2016,20030,Eibar,Guipúzcoa,412,394,18
2016,20032,Elgoibar,Guipúzcoa,113,152,-39
2016,20036,Hondarribia,Guipúzcoa,132,134,-2
2016,20040,Hernani,Guipúzcoa,185,146,39
2016,20045,Irun,Guipúzcoa,813,710,103
2016,20055,Arrasate/Mondragón,Guipúzcoa,282,318,-36
2016,20059,Oñati,Guipúzcoa,85,72,13
2016,20063,Oiartzun,Guipúzcoa,83,50,33
2016,20064,Pasaia,Guipúzcoa,128,144,-16
2016,20067,Errenteria,Guipúzcoa,258,264,-6
2016,20069,Donostia/San Sebastián,Guipúzcoa,2333,2043,290
2016,20071,Tolosa,Guipúzcoa,173,144,29
2016,20074,Bergara,Guipúzcoa,157,142,15
2016,20079,Zarautz,Guipúzcoa,202,186,16
2016,20902,Lasarte-Oria,Guipúzcoa,191,181,10
2016,21002,Aljaraque,Huelva,209,302,-93
2016,21005,Almonte,Huelva,332,325,7
2016,21010,Ayamonte,Huelva,310,311,-1
2016,21013,Bollullos Par del Condado,Huelva,106,106,0
2016,21021,Cartaya,Huelva,291,314,-23
2016,21035,Gibraleón,Huelva,118,113,5
2016,21041,Huelva,Huelva,1285,1582,-297
2016,21042,Isla Cristina,Huelva,290,279,11
2016,21044,Lepe,Huelva,382,414,-32
2016,21050,Moguer,Huelva,327,307,20
2016,21054,La Palma del Condado,Huelva,120,136,-16
2016,21055,Palos de la Frontera,Huelva,137,112,25
2016,21060,Punta Umbría,Huelva,204,204,0
2016,21072,Valverde del Camino,Huelva,93,104,-11
2016,22048,Barbastro,Huesca,211,236,-25
2016,22112,Fraga,Huesca,374,290,84
2016,22125,Huesca,Huesca,780,944,-164
2016,22130,Jaca,Huesca,426,462,-36
2016,22158,Monzón,Huesca,281,313,-32
2016,23002,Alcalá la Real,Jaén,263,324,-61
2016,23003,Alcaudete,Jaén,91,152,-61
2016,23005,Andújar,Jaén,400,687,-287
2016,23009,Baeza,Jaén,173,248,-75
2016,23010,Bailén,Jaén,161,281,-120
2016,23024,La Carolina,Jaén,210,261,-51
2016,23050,Jaén,Jaén,932,1674,-742
2016,23053,Jódar,Jaén,82,133,-51
2016,23055,Linares,Jaén,617,975,-358
2016,23058,Mancha Real,Jaén,70,93,-23
2016,23060,Martos,Jaén,201,236,-35
2016,23086,Torredelcampo,Jaén,95,146,-51
2016,23087,Torredonjimeno,Jaén,97,168,-71
2016,23092,Úbeda,Jaén,366,520,-154
2016,23095,Villacarrillo,Jaén,80,162,-82
2016,24008,Astorga,León,142,157,-15
2016,24010,La Bañeza,León,131,169,-38
2016,24089,León,León,1674,2128,-454
2016,24115,Ponferrada,León,759,1153,-394
2016,24142,San Andrés del Rabanedo,León,349,459,-110
2016,24222,Villaquilambre,León,200,235,-35
2016,25040,Balaguer,Lleida,261,248,13
2016,25120,Lleida,Lleida,2221,2520,-299
2016,25137,Mollerussa,Lleida,224,229,-5
2016,25203,La Seu d'Urgell,Lleida,319,321,-2
2016,25217,Tàrrega,Lleida,271,245,26
2016,26018,Arnedo,La Rioja,152,137,15
2016,26036,Calahorra,La Rioja,391,446,-55
2016,26071,Haro,La Rioja,270,234,36
2016,26089,Logroño,La Rioja,2153,2255,-102
2016,27028,Lugo,Lugo,1190,1505,-315
2016,27031,Monforte de Lemos,Lugo,426,364,62
2016,27057,Sarria,Lugo,161,158,3
2016,27065,Vilalba,Lugo,120,147,-27
2016,27066,Viveiro,Lugo,242,256,-14
2016,28005,Alcalá de Henares,Madrid,2786,2870,-84
2016,28006,Alcobendas,Madrid,1328,1146,182
2016,28007,Alcorcón,Madrid,1631,1526,105
2016,28009,Algete,Madrid,228,242,-14
2016,28010,Alpedrete,Madrid,165,170,-5
2016,28013,Aranjuez,Madrid,1232,1098,134
2016,28014,Arganda del Rey,Madrid,536,492,44
2016,28015,Arroyomolinos (Madrid),Madrid,309,240,69
2016,28022,Boadilla del Monte,Madrid,468,346,122
2016,28026,Brunete,Madrid,135,120,15
2016,28040,Ciempozuelos,Madrid,348,360,-12
2016,28045,Colmenar Viejo,Madrid,667,498,169
2016,28047,Collado Villalba,Madrid,741,739,2
2016,28049,Coslada,Madrid,580,699,-119
2016,28054,El Escorial,Madrid,185,151,34
2016,28058,Fuenlabrada,Madrid,2277,2449,-172
2016,28061,Galapagar,Madrid,395,359,36
2016,28065,Getafe,Madrid,2195,1860,335
2016,28068,Guadarrama,Madrid,193,137,56
2016,28073,Humanes de Madrid,Madrid,270,311,-41
2016,28074,Leganés,Madrid,1833,1882,-49
2016,28079,Madrid,Madrid,51573,37317,14256
2016,28080,Majadahonda,Madrid,778,735,43
2016,28083,Meco,Madrid,208,245,-37
2016,28084,Mejorada del Campo,Madrid,207,236,-29
2016,28090,Moralzarzal,Madrid,99,75,24
2016,28092,Móstoles,Madrid,2423,2326,97
2016,28096,Navalcarnero,Madrid,445,384,61
2016,28104,Paracuellos de Jarama,Madrid,414,280,134
2016,28106,Parla,Madrid,1871,1761,110
2016,28113,Pinto,Madrid,630,581,49
2016,28115,Pozuelo de Alarcón,Madrid,879,615,264
2016,28123,Rivas-Vaciamadrid,Madrid,585,615,-30
2016,28127,Las Rozas de Madrid,Madrid,1085,901,184
2016,28129,San Agustín del Guadalix,Madrid,130,125,5
2016,28130,San Fernando de Henares,Madrid,281,322,-41
2016,28131,San Lorenzo de El Escorial,Madrid,209,195,14
2016,28132,San Martín de la Vega,Madrid,243,213,30
2016,28134,San Sebastián de los Reyes,Madrid,1028,922,106
2016,28148,Torrejón de Ardoz,Madrid,1482,1448,34
2016,28152,Torrelodones,Madrid,191,186,5
2016,28160,Valdemorillo,Madrid,129,99,30
2016,28161,Valdemoro,Madrid,1124,1005,119
2016,28167,Velilla de San Antonio,Madrid,94,98,-4
2016,28172,Villalbilla,Madrid,157,114,43
2016,28176,Villanueva de la Cañada,Madrid,281,216,65
2016,28177,Villanueva del Pardillo,Madrid,196,163,33
2016,28181,Villaviciosa de Odón,Madrid,270,229,41
2016,28903,Tres Cantos,Madrid,636,452,184
2016,29007,Alhaurín de la Torre,Málaga,346,316,30
2016,29008,Alhaurín el Grande,Málaga,179,198,-19
2016,29012,Álora,Málaga,130,115,15
2016,29015,Antequera,Málaga,384,401,-17
2016,29025,Benalmádena,Málaga,1261,1044,217
2016,29038,Cártama,Málaga,262,196,66
2016,29042,Coín,Málaga,181,214,-33
2016,29051,Estepona,Málaga,1196,1089,107
2016,29054,Fuengirola,Málaga,1325,1196,129
2016,29067,Málaga,Málaga,6245,5825,420
2016,29068,Manilva,Málaga,554,381,173
2016,29069,Marbella,Málaga,2295,2221,74
2016,29070,Mijas,Málaga,1251,1032,219
2016,29075,Nerja,Málaga,266,258,8
2016,29082,Rincón de la Victoria,Málaga,685,423,262
2016,29084,Ronda,Málaga,504,509,-5
2016,29091,Torrox,Málaga,293,235,58
2016,29094,Vélez-Málaga,Málaga,1169,857,312
2016,29901,Torremolinos,Málaga,1351,1029,322
2016,30002,Abarán,Murcia,76,102,-26
2016,30003,Águilas,Murcia,596,442,154
2016,30005,Alcantarilla,Murcia,418,338,80
2016,30008,Alhama de Murcia,Murcia,213,190,23
2016,30009,Archena,Murcia,290,304,-14
2016,30010,Beniel,Murcia,258,230,28
2016,30012,Bullas,Murcia,70,72,-2
2016,30013,Calasparra,Murcia,144,113,31
2016,30015,Caravaca de la Cruz,Murcia,311,304,7
2016,30016,Cartagena,Murcia,2347,2567,-220
2016,30017,Cehegín,Murcia,119,149,-30
2016,30018,Ceutí,Murcia,110,104,6
2016,30019,Cieza (Murcia),Murcia,206,251,-45
2016,30021,Fuente Álamo de Murcia,Murcia,177,210,-33
2016,30022,Jumilla,Murcia,373,352,21
2016,30024,Lorca,Murcia,1289,1090,199
2016,30026,Mazarrón,Murcia,492,420,72
2016,30027,Molina de Segura,Murcia,831,784,47
2016,30029,Mula,Murcia,133,202,-69
2016,30030,Murcia,Murcia,4734,4396,338
2016,30033,Puerto Lumbreras,Murcia,249,214,35
2016,30035,San Javier,Murcia,719,669,50
2016,30036,San Pedro del Pinatar,Murcia,733,584,149
2016,30037,Torre-Pacheco,Murcia,535,506,29
2016,30038,Las Torres de Cotillas,Murcia,134,123,11
2016,30039,Totana,Murcia,417,320,97
2016,30041,La Unión,Murcia,235,207,28
2016,30043,Yecla,Murcia,400,420,-20
2016,30901,Santomera,Murcia,217,206,11
2016,30902,Los Alcázares,Murcia,432,389,43
2016,31016,Ansoáin/Antsoain,Navarra,90,83,7
2016,31060,Burlada/Burlata,Navarra,195,124,71
2016,31086,Valle de Egüés,Navarra,158,159,-1
2016,31097,Estella-Lizarra,Navarra,189,132,57
2016,31201,Pamplona/Iruña,Navarra,2505,2303,202
2016,31227,Tafalla,Navarra,116,96,20
2016,31232,Tudela,Navarra,703,531,172
2016,31258,Villava/Atarrabia,Navarra,80,74,6
2016,31901,Barañain,Navarra,195,184,11
2016,31907,Zizur Mayor/Zizur Nagusia,Navarra,105,104,1
2016,32008,Barbadás,Ourense,121,118,3
2016,32009,O Barco de Valdeorras,Ourense,192,229,-37
2016,32019,O Carballiño,Ourense,173,202,-29
2016,32032,Xinzo de Limia,Ourense,117,154,-37
2016,32054,Ourense,Ourense,1541,1758,-217
2016,32085,Verín,Ourense,304,374,-70
2016,33002,Aller,Asturias,59,68,-9
2016,33004,Avilés,Asturias,510,633,-123
2016,33011,Cangas del Narcea,Asturias,53,101,-48
2016,33014,Carreño,Asturias,84,84,0
2016,33016,Castrillón,Asturias,161,155,6
2016,33020,Corvera de Asturias,Asturias,100,112,-12
2016,33024,Gijón,Asturias,2586,2613,-27
2016,33025,Gozón,Asturias,88,105,-17
2016,33026,Grado,Asturias,42,57,-15
2016,33031,Langreo,Asturias,217,298,-81
2016,33032,Laviana,Asturias,40,78,-38
2016,33033,Lena,Asturias,90,101,-11
2016,33034,Valdés,Asturias,62,87,-25
2016,33035,Llanera,Asturias,89,120,-31
2016,33036,Llanes,Asturias,180,171,9
2016,33037,Mieres (Asturias),Asturias,217,240,-23
2016,33044,Oviedo,Asturias,2262,2632,-370
2016,33060,San Martín del Rey Aurelio,Asturias,96,105,-9
2016,33066,Siero,Asturias,343,458,-115
2016,33076,Villaviciosa,Asturias,109,108,1
2016,34120,Palencia,Palencia,1013,1204,-191
2016,35002,Agüimes,Las Palmas,316,312,4
2016,35003,Antigua,Las Palmas,336,315,21
2016,35004,Arrecife,Las Palmas,1779,1196,583
2016,35006,Arucas,Las Palmas,176,232,-56
2016,35009,Gáldar,Las Palmas,123,134,-11
2016,35011,Ingenio,Las Palmas,229,233,-4
2016,35012,Mogán,Las Palmas,233,231,2
2016,35014,La Oliva,Las Palmas,789,716,73
2016,35015,Pájara,Las Palmas,712,591,121
2016,35016,Las Palmas de Gran Canaria,Las Palmas,4112,4621,-509
2016,35017,Puerto del Rosario,Las Palmas,1059,901,158
2016,35018,San Bartolomé,Las Palmas,418,416,2
2016,35019,San Bartolomé de Tirajana,Las Palmas,637,671,-34
2016,35021,Santa Brígida,Las Palmas,81,126,-45
2016,35022,Santa Lucía de Tirajana,Las Palmas,832,829,3
2016,35023,Santa María de Guía de Gran Canaria,Las Palmas,57,59,-2
2016,35024,Teguise,Las Palmas,441,453,-12
2016,35026,Telde,Las Palmas,843,782,61
2016,35027,Teror,Las Palmas,48,46,2
2016,35028,Tías,Las Palmas,438,430,8
2016,35030,Tuineje,Las Palmas,419,252,167
2016,35034,Yaiza,Las Palmas,910,712,198
2016,36003,Baiona,Pontevedra,116,94,22
2016,36004,Bueu,Pontevedra,66,84,-18
2016,36006,Cambados,Pontevedra,96,123,-27
2016,36008,Cangas,Pontevedra,180,213,-33
2016,36017,A Estrada,Pontevedra,192,225,-33
2016,36021,Gondomar,Pontevedra,89,89,0
2016,36022,O Grove,Pontevedra,95,75,20
2016,36023,A Guarda,Pontevedra,89,102,-13
2016,36024,Lalín,Pontevedra,300,324,-24
2016,36026,Marín,Pontevedra,234,318,-84
2016,36029,Moaña,Pontevedra,135,113,22
2016,36033,Mos,Pontevedra,92,82,10
2016,36035,Nigrán,Pontevedra,164,134,30
2016,36038,Pontevedra,Pontevedra,1020,1127,-107
2016,36039,O Porriño,Pontevedra,152,245,-93
2016,36041,Poio,Pontevedra,178,191,-13
2016,36042,Ponteareas,Pontevedra,188,210,-22
2016,36045,Redondela,Pontevedra,162,167,-5
2016,36051,Sanxenxo,Pontevedra,180,209,-29
2016,36054,Tomiño,Pontevedra,91,83,8
2016,36055,Tui,Pontevedra,135,173,-38
2016,36057,Vigo,Pontevedra,3174,3117,57
2016,36060,Vilagarcía de Arousa,Pontevedra,481,450,31
2016,36061,Vilanova de Arousa,Pontevedra,89,79,10
2016,37046,Béjar,Salamanca,147,210,-63
2016,37107,Ciudad Rodrigo,Salamanca,119,153,-34
2016,37274,Salamanca,Salamanca,2098,2473,-375
2016,37294,Santa Marta de Tormes,Salamanca,170,260,-90
2016,38001,Adeje,Santa Cruz de Tenerife,953,988,-35
2016,38006,Arona,Santa Cruz de Tenerife,1679,1593,86
2016,38011,Candelaria,Santa Cruz de Tenerife,383,355,28
2016,38017,Granadilla de Abona,Santa Cruz de Tenerife,993,893,100
2016,38019,Guía de Isora,Santa Cruz de Tenerife,337,230,107
2016,38020,Güímar,Santa Cruz de Tenerife,195,116,79
2016,38022,Icod de los Vinos,Santa Cruz de Tenerife,119,127,-8
2016,38023,San Cristóbal de La Laguna,Santa Cruz de Tenerife,1581,1390,191
2016,38024,Los Llanos de Aridane,Santa Cruz de Tenerife,218,186,32
2016,38026,La Orotava,Santa Cruz de Tenerife,219,229,-10
2016,38028,Puerto de la Cruz,Santa Cruz de Tenerife,471,490,-19
2016,38031,Los Realejos,Santa Cruz de Tenerife,171,168,3
2016,38032,El Rosario,Santa Cruz de Tenerife,224,158,66
2016,38035,San Miguel de Abona,Santa Cruz de Tenerife,312,211,101
2016,38037,Santa Cruz de la Palma,Santa Cruz de Tenerife,215,262,-47
2016,38038,Santa Cruz de Tenerife,Santa Cruz de Tenerife,2220,2490,-270
2016,38039,Santa Úrsula,Santa Cruz de Tenerife,127,123,4
2016,38040,Santiago del Teide,Santa Cruz de Tenerife,148,159,-11
2016,38043,Tacoronte,Santa Cruz de Tenerife,168,125,43
2016,38046,Tegueste,Santa Cruz de Tenerife,52,72,-20
2016,39008,El Astillero,Cantabria,142,172,-30
2016,39016,Camargo,Cantabria,255,252,3
2016,39020,Castro-Urdiales,Cantabria,1298,1385,-87
2016,39025,Los Corrales de Buelna,Cantabria,76,69,7
2016,39035,Laredo,Cantabria,200,187,13
2016,39052,Piélagos,Cantabria,293,258,35
2016,39073,Santa Cruz de Bezana,Cantabria,110,117,-7
2016,39075,Santander,Cantabria,2121,2094,27
2016,39079,Santoña,Cantabria,148,156,-8
2016,39087,Torrelavega,Cantabria,449,509,-60
2016,40194,Segovia,Segovia,798,1115,-317
