ano,idprov,province,inmigrations,emigrations,net_migration
2015,15,A Coruña,11578,11928,-350
2015,16,Cuenca,3838,5553,-1715
2015,17,Girona,13032,13180,-148
2015,18,Granada,13893,14899,-1006
2015,19,Guadalajara,7896,8342,-446
2015,20,Guipúzcoa,7952,7051,901
2015,21,Huelva,5847,6912,-1065
2015,22,Huesca,4138,4521,-383
2015,23,Jaén,6427,10505,-4078
2015,24,León,6015,7783,-1768
2015,25,Lleida,8176,8638,-462
2015,26,La Rioja,4949,5083,-134
2015,27,Lugo,4462,4674,-212
2015,28,Madrid,98874,75086,23788
2015,29,Málaga,24030,19971,4059
2015,30,Murcia,17723,18291,-568
2015,31,Navarra,8418,7160,1258
2015,32,Ourense,4304,5000,-696
2015,33,Asturias,8932,10099,-1167
2015,34,Palencia,2237,2633,-396
2015,35,Las Palmas,16148,15992,156
2015,36,Pontevedra,9326,10222,-896
2015,37,Salamanca,4187,5679,-1492
2015,38,Santa Cruz de Tenerife,11979,13005,-1026
2015,39,Cantabria,7174,7559,-385
2015,40,Segovia,2819,3705,-886
2015,41,Sevilla,18447,19806,-1359
2015,42,Soria,1483,1874,-391
2015,43,Tarragona,14456,15955,-1499
2015,44,Teruel,2581,3140,-559
2015,45,Toledo,17536,20558,-3022
2015,46,Valencia,27049,26366,683
2015,47,Valladolid,6515,6955,-440
2015,48,Vizcaya,12014,11253,761
2015,49,Zamora,2282,3344,-1062
2015,50,Zaragoza,12436,12777,-341
2015,51,Ceuta,2066,2749,-683
2015,52,Melilla,2681,3238,-557
2016,01,Álava,5854,4726,1128
2016,02,Albacete,4979,6503,-1524
2016,03,Alicante,25394,24278,1116
2016,04,Almería,10307,9760,547
2016,05,Ávila,2920,4131,-1211
2016,06,Badajoz,6637,8945,-2308
2016,07,Baleares,24393,19178,5215
2016,08,Barcelona,52884,49725,3159
2016,09,Burgos,5072,6035,-963
2016,10,Cáceres,4692,6782,-2090
2016,11,Cádiz,13922,15905,-1983
2016,12,Castellón,7932,8486,-554
2016,13,Ciudad Real,5753,8450,-2697
2016,14,Córdoba,7373,10243,-2870
2016,15,A Coruña,11003,11317,-314
2016,16,Cuenca,3489,4722,-1233
2016,17,Girona,12359,11801,558
2016,18,Granada,12437,14184,-1747
2016,19,Guadalajara,8005,7683,322
2016,20,Guipúzcoa,7572,6950,622
2016,21,Huelva,5494,6279,-785
2016,22,Huesca,4016,4422,-406
2016,23,Jaén,6044,9597,-3553
2016,24,León,5749,7484,-1735
2016,25,Lleida,7663,7889,-226
2016,26,La Rioja,4649,4923,-274
2016,27,Lugo,4185,4551,-366
2016,28,Madrid,91026,74369,16657
2016,29,Málaga,21794,19431,2363
2016,30,Murcia,17989,16986,1003
2016,31,Navarra,8230,6872,1358
2016,32,Ourense,4179,4892,-713
2016,33,Asturias,8495,9611,-1116
2016,34,Palencia,2287,2623,-336
2016,35,Las Palmas,15424,14628,796
2016,36,Pontevedra,9041,9572,-531
2016,37,Salamanca,4068,5027,-959
2016,38,Santa Cruz de Tenerife,12002,11506,496
2016,39,Cantabria,7552,7333,219
2016,40,Segovia,2648,3298,-650
2016,41,Sevilla,16872,19397,-2525
2016,42,Soria,1427,1683,-256
2016,43,Tarragona,14457,14059,398
2016,44,Teruel,2273,3029,-756
2016,45,Toledo,17758,18629,-871
2016,46,Valencia,25165,24808,357
2016,47,Valladolid,6167,6665,-498
2016,48,Vizcaya,11903,10764,1139
2016,49,Zamora,2251,3195,-944
2016,50,Zaragoza,12336,12046,290
2016,51,Ceuta,2175,2485,-310
2016,52,Melilla,2596,3035,-439
2017,01,Álava,5715,4636,1079
2017,02,Albacete,4825,6379,-1554
2017,03,Alicante,24714,24484,230
2017,04,Almería,9688,10134,-446
2017,05,Ávila,3067,4110,-1043
2017,06,Badajoz,6495,8730,-2235
2017,07,Baleares,25022,19900,5122
2017,08,Barcelona,53918,52292,1626
2017,09,Burgos,5275,5806,-531
2017,10,Cáceres,4639,7029,-2390
2017,11,Cádiz,13513,16644,-3131
2017,12,Castellón,8573,8138,435
2017,13,Ciudad Real,6019,8557,-2538
2017,14,Córdoba,7398,10427,-3029
2017,15,A Coruña,11513,11094,419
2017,16,Cuenca,3476,4631,-1155
2017,17,Girona,12851,11824,1027
2017,18,Granada,12618,14409,-1791
2017,19,Guadalajara,7918,7592,326
2017,20,Guipúzcoa,7238,7008,230
2017,21,Huelva,5334,6317,-983
2017,22,Huesca,4319,4491,-172
2017,23,Jaén,5896,9937,-4041
2017,24,León,5597,7305,-1708
2017,25,Lleida,7412,7658,-246
2017,26,La Rioja,4690,4547,143
2017,27,Lugo,4358,4488,-130
2017,28,Madrid,93735,77694,16041
2017,29,Málaga,22031,19585,2446
2017,30,Murcia,17080,17247,-167
2017,31,Navarra,8550,7275,1275
2017,32,Ourense,4127,4776,-649
2017,33,Asturias,8498,9683,-1185
2017,34,Palencia,2092,2684,-592
2017,35,Las Palmas,15462,14536,926
2017,36,Pontevedra,9187,9353,-166
2017,37,Salamanca,4137,5120,-983
2017,38,Santa Cruz de Tenerife,12264,11912,352
2017,39,Cantabria,7980,7337,643
2017,40,Segovia,2837,3319,-482
2017,41,Sevilla,16989,19990,-3001
2017,42,Soria,1684,1721,-37
2017,43,Tarragona,15453,13644,1809
2017,44,Teruel,2602,3073,-471
2017,45,Toledo,19134,18813,321
2017,46,Valencia,26207,24764,1443
2017,47,Valladolid,6540,6779,-239
2017,48,Vizcaya,11393,10963,430
2017,49,Zamora,2133,3137,-1004
2017,50,Zaragoza,12674,11685,989
2017,51,Ceuta,1966,2312,-346
2017,52,Melilla,2318,3185,-867
2018,01,Álava,5897,4964,933
2018,02,Albacete,5585,6670,-1085
2018,03,Alicante,25261,24824,437
2018,04,Almería,10293,10662,-369
2018,05,Ávila,3606,4285,-679
2018,06,Badajoz,7112,8792,-1680
2018,07,Baleares,26105,20142,5963
2018,08,Barcelona,52100,58536,-6436
2018,09,Burgos,5890,6176,-286
2018,10,Cáceres,5285,6959,-1674
2018,11,Cádiz,15030,16880,-1850
2018,12,Castellón,9360,7692,1668
2018,13,Ciudad Real,6348,8842,-2494
2018,14,Córdoba,7936,10368,-2432
2018,15,A Coruña,12189,11954,235
2018,16,Cuenca,4181,4881,-700
2018,17,Girona,13602,12430,1172
2018,18,Granada,14077,14700,-623
2018,19,Guadalajara,9356,7782,1574
2018,20,Guipúzcoa,7502,7491,11
2018,21,Huelva,5737,6288,-551
2018,22,Huesca,4645,4391,254
2018,23,Jaén,6418,9681,-3263
2018,24,León,6341,7522,-1181
2018,25,Lleida,7964,7739,225
2018,26,La Rioja,5041,4858,183
2018,27,Lugo,4617,5008,-391
2018,28,Madrid,91910,89229,2681
2018,29,Málaga,23327,19722,3605
2018,30,Murcia,17491,17839,-348
2018,31,Navarra,8867,7699,1168
2018,32,Ourense,4380,4914,-534
2018,33,Asturias,9079,9831,-752
2018,34,Palencia,2340,2766,-426
2018,35,Las Palmas,16303,14509,1794
2018,36,Pontevedra,10095,10029,66
2018,37,Salamanca,4781,5536,-755
2018,38,Santa Cruz de Tenerife,13209,12637,572
2018,39,Cantabria,8043,7736,307
2018,40,Segovia,3185,3597,-412
2018,41,Sevilla,18595,20222,-1627
2018,42,Soria,1933,1913,20
2018,43,Tarragona,16677,14327,2350
2018,44,Teruel,2997,3120,-123
2018,45,Toledo,22396,19066,3330
2018,46,Valencia,27635,25052,2583
2018,47,Valladolid,7295,7112,183
2018,48,Vizcaya,11762,11685,77
2018,49,Zamora,2453,3266,-813
2018,50,Zaragoza,13800,12299,1501
2018,51,Ceuta,2016,2732,-716
2018,52,Melilla,2771,3463,-692
