pais,fecha,pais_esp,lat,long,var_casos
Lebanon,2020-06-16,Líbano,33.92,35.888,9
Liberia,2020-06-16,Liberia,6.682,-9.657,11
Libya,2020-06-16,Libia,27.044,18.023,17
Lithuania,2020-06-16,Lituania,55.336,23.897,3
Luxembourg,2020-06-16,Luxemburgo,49.771,6.088,3
North Macedonia,2020-06-16,Macedonia del Norte,41.6,21.698,142
Madagascar,2020-06-16,Madagascar,-19.374,46.706,27
Malaysia,2020-06-16,Malasia,4.201,102.195,11
Malawi,2020-06-16,Malaui,-13.4,33.808,9
Maldives,2020-06-16,Maldivas,3.548,72.92,29
Mali,2020-06-16,Mali,17.35,-3.524,25
Malta,2020-06-16,Malta,35.89,14.442,6
Morocco,2020-06-16,Marruecos,32.706,-5.758,46
Mauritania,2020-06-16,Mauritania,20.26,-10.332,170
Mexico,2020-06-16,México,23.951,-102.535,4599
Moldova,2020-06-16,Moldavia,47.193,28.599,375
Mozambique,2020-06-16,Mozambique,-14.422,37.923,29
Namibia,2020-06-16,Namibia,-22.133,17.218,2
Nepal,2020-06-16,Nepal,28.253,83.939,380
Nicaragua,2020-06-16,Nicaragua,12.84,-85.034,359
Niger,2020-06-16,Níger,17.426,9.398,36
Nigeria,2020-06-16,Nigeria,9.594,8.105,490
Norway,2020-06-16,Noruega,61.152,8.74,13
Oman,2020-06-16,Omán,21.656,57.407,745
Netherlands,2020-06-16,Países Bajos,52.077,5.389,140
Pakistan,2020-06-16,Pakistán,29.967,69.386,5839
Panama,2020-06-16,Panamá,8.384,-80.92,540
Paraguay,2020-06-16,Paraguay,-23.236,-58.391,7
Peru,2020-06-16,Perú,-9.326,-75.552,4164
Poland,2020-06-16,Polonia,52.125,19.401,407
Portugal,2020-06-16,Portugal,40.309,-8.058,300
Qatar,2020-06-16,Qatar,25.316,51.191,1201
United Kingdom,2020-06-16,Reino Unido,53,-1.6,1285
Central African Republic,2020-06-16,República Centroafricana,6.571,20.483,188
Czechia,2020-06-16,República Checa,49.743,15.338,47
Dominican Republic,2020-06-16,República Dominicana,19.015,-70.729,415
Rwanda,2020-06-16,Ruanda,-1.998,29.917,24
Romania,2020-06-16,Rumanía,45.844,24.969,250
Russia,2020-06-16,Rusia,61.988,96.689,8241
Saint Vincent and the Grenadines,2020-06-16,San Vicente y las Granadinas,13.248,-61.194,2
Sao Tome and Principe,2020-06-16,Santo Tomé y Príncipe,0.201,6.629,9
Senegal,2020-06-16,Senegal,15.013,-14.881,74
Serbia,2020-06-16,Serbia,44.032,20.806,59
Sierra Leone,2020-06-16,Sierra Leona,8.56,-11.792,49
Singapore,2020-06-16,Singapur,1.351,103.808,151
Somalia,2020-06-16,Somalia,9.774,48.316,16
Sri Lanka,2020-06-16,Sri Lanka,7.612,80.704,10
South Africa,2020-06-16,Sudáfrica,-30.558,23.121,2801
Sudan,2020-06-16,Sudán,13.832,30.05,305
Sweden,2020-06-16,Suecia,62.011,15.27,940
Switzerland,2020-06-16,Suiza,46.861,7.908,23
Suriname,2020-06-16,Surinam,4.127,-55.912,7
Tajikistan,2020-06-16,Tayikistán,38.665,69.42,63
Togo,2020-06-16,Togo,8.799,1.081,6
Tunisia,2020-06-16,Túnez,35.383,9.596,15
Turkey,2020-06-16,Turquía,39.061,35.179,1467
Ukraine,2020-06-16,Ucrania,49.016,31.388,673
Uganda,2020-06-16,Uganda,1.28,32.386,19
Uruguay,2020-06-16,Uruguay,-32.8,-56.012,1
Uzbekistan,2020-06-16,Uzbekistán,41.75,63.17,230
Venezuela,2020-06-16,Venezuela,7.125,-66.166,88
Yemen,2020-06-16,Yemen,15.807,48.355,41
Djibouti,2020-06-16,Yibuti,11.9,42.516,38
Zambia,2020-06-16,Zambia,-14.614,26.32,23
Zimbabwe,2020-06-16,Zimbabue,-19,29.872,4
Bahamas,2020-06-16,NA,NA,NA,1
Cabo Verde,2020-06-16,NA,NA,NA,21
Cote d'Ivoire,2020-06-16,NA,NA,NA,240
South Sudan,2020-06-16,NA,NA,NA,83
West Bank and Gaza,2020-06-16,NA,NA,NA,9
Afghanistan,2020-06-17,Afganistán,33.677,65.216,564
Albania,2020-06-17,Albania,41.143,20.068,50
Germany,2020-06-17,Alemania,51.11,9.851,352
Angola,2020-06-17,Angola,-12.296,17.544,7
Saudi Arabia,2020-06-17,Arabia Saudí,24.023,44.585,4919
Algeria,2020-06-17,Argelia,28.163,2.632,121
Argentina,2020-06-17,Argentina,-35.377,-65.167,1393
Armenia,2020-06-17,Armenia,40.534,44.563,544
Australia,2020-06-17,Australia,-24.973,136.189,21
Austria,2020-06-17,Austria,47.683,14.912,14
Azerbaijan,2020-06-17,Azerbaiyán,40.43,47.395,329
Bahrain,2020-06-17,Bahrein,26.019,50.562,408
Bangladesh,2020-06-17,Bangladesh,24.218,89.941,4008
Belgium,2020-06-17,Bélgica,50.643,4.664,89
Benin,2020-06-17,Benín,10.541,2.469,40
Belarus,2020-06-17,Bielorrusia,53.54,28.047,663
Bolivia,2020-06-17,Bolivia,-16.715,-64.671,802
Bosnia and Herzegovina,2020-06-17,Bosnia-Herzegovina,44.169,17.786,56
Botswana,2020-06-17,Botsuana,-22.182,23.815,19
Brazil,2020-06-17,Brasil,-10.772,-53.089,32188
Bulgaria,2020-06-17,Bulgaria,42.761,25.231,89
Burkina Faso,2020-06-17,Burkina Faso,12.278,-1.74,4
Canada,2020-06-17,Canadá,59.081,-109.433,404
Chad,2020-06-17,Chad,15.361,18.665,1
Chile,2020-06-17,Chile,-23.389,-69.433,36179
China,2020-06-17,China,33.42,106.514,36
Colombia,2020-06-17,Colombia,3.9,-73.076,1872
Congo (Kinshasa),2020-06-17,Congo (Kinshasa),-2.876,23.654,126
"Korea, South",2020-06-17,Corea del Sur,36.504,128.103,59
Costa Rica,2020-06-17,Costa Rica,9.971,-83.946,75
Croatia,2020-06-17,Croacia,45.723,16.693,3
Cuba,2020-06-17,Cuba,21.297,-77.781,7
Denmark,2020-06-17,Dinamarca,56.058,9.264,44
Ecuador,2020-06-17,Ecuador,-1.385,-78.497,547
Egypt,2020-06-17,Egipto,26.494,29.872,1363
El Salvador,2020-06-17,El Salvador,13.736,-88.866,125
United Arab Emirates,2020-06-17,Emiratos Árabes Unidos,23.549,54.163,382
Eritrea,2020-06-17,Eritrea,16.045,38.219,10
Slovakia,2020-06-17,Eslovaquia,48.707,19.491,9
Slovenia,2020-06-17,Eslovenia,46.124,14.827,4
Spain,2020-06-17,España,40.227,-3.649,355
US,2020-06-17,Estados Unidos,39.622,-98.606,25559
Estonia,2020-06-17,Estonia,58.674,25.793,2
Eswatini,2020-06-17,Esuatini,-26.632018,31.5038,43
Ethiopia,2020-06-17,Etiopía,8.626,39.616,129
Philippines,2020-06-17,Filipinas,11.118,122.466,457
Finland,2020-06-17,Finlandia,64.504,26.272,5
France,2020-06-17,Francia,46.565,2.55,458
Gabon,2020-06-17,Gabón,-0.591,11.797,115
Georgia,2020-06-17,Georgia,42.176,43.518,9
Ghana,2020-06-17,Ghana,7.96,-1.207,397
Greece,2020-06-17,Grecia,39.666,21.766,55
Guatemala,2020-06-17,Guatemala,15.256,-90.398,545
Guinea,2020-06-17,Guinea,10.439,-10.942,29
Haiti,2020-06-17,Haití,19.142,-72.278,141
Honduras,2020-06-17,Honduras,14.819,-86.863,643
Hungary,2020-06-17,Hungría,47.07,19.134,1
India,2020-06-17,India,21,78.5,12881
Indonesia,2020-06-17,Indonesia,-0.976,114.252,1031
Iraq,2020-06-17,Irak,33.048,43.772,1554
Iran,2020-06-17,Irán,32.565,54.301,2612
Ireland,2020-06-17,Irlanda,53.177,-8.152,7
Iceland,2020-06-17,Islandia,64.764,-18.48,3
Israel,2020-06-17,Israel,31.026,34.851,288
Italy,2020-06-17,Italia,42.7,12.8,328
Jamaica,2020-06-17,Jamaica,18.151,-77.32,5
Japan,2020-06-17,Japón,36.491,139.068,46
Jordan,2020-06-17,Jordania,30.703,36.319,6
Kazakhstan,2020-06-17,Kazajistán,48.16,67.301,335
Kenya,2020-06-17,Kenia,0.53,37.858,184
Kyrgyzstan,2020-06-17,Kirguistán,41.465,74.555,95
Kuwait,2020-06-17,Kuwait,29.476,47.376,575
Latvia,2020-06-17,Letonia,56.858,25.641,6
Lebanon,2020-06-17,Líbano,33.92,35.888,16
Liberia,2020-06-17,Liberia,6.682,-9.657,7
Libya,2020-06-17,Libia,27.044,18.023,16
Lithuania,2020-06-17,Lituania,55.336,23.897,2
Luxembourg,2020-06-17,Luxemburgo,49.771,6.088,10
North Macedonia,2020-06-17,Macedonia del Norte,41.6,21.698,183
Madagascar,2020-06-17,Madagascar,-19.374,46.706,61
Malaysia,2020-06-17,Malasia,4.201,102.195,10
Malawi,2020-06-17,Malaui,-13.4,33.808,8
Maldives,2020-06-17,Maldivas,3.548,72.92,26
Mali,2020-06-17,Mali,17.35,-3.524,5
Malta,2020-06-17,Malta,35.89,14.442,6
Morocco,2020-06-17,Marruecos,32.706,-5.758,66
Mauritania,2020-06-17,Mauritania,20.26,-10.332,166
Mexico,2020-06-17,México,23.951,-102.535,4930
Moldova,2020-06-17,Moldavia,47.193,28.599,478
Mongolia,2020-06-17,Mongolia,46.056,102.876,4
Montenegro,2020-06-17,Montenegro,42.792,19.254,7
Mozambique,2020-06-17,Mozambique,-14.422,37.923,13
Namibia,2020-06-17,Namibia,-22.133,17.218,2
Nepal,2020-06-17,Nepal,28.253,83.939,586
Niger,2020-06-17,Níger,17.426,9.398,4
Nigeria,2020-06-17,Nigeria,9.594,8.105,587
Norway,2020-06-17,Noruega,61.152,8.74,32
New Zealand,2020-06-17,Nueva Zelanda,-42.634,172.235,1
Oman,2020-06-17,Omán,21.656,57.407,810
Netherlands,2020-06-17,Países Bajos,52.077,5.389,117
Pakistan,2020-06-17,Pakistán,29.967,69.386,5358
Panama,2020-06-17,Panamá,8.384,-80.92,635
Paraguay,2020-06-17,Paraguay,-23.236,-58.391,5
Peru,2020-06-17,Perú,-9.326,-75.552,3752
Poland,2020-06-17,Polonia,52.125,19.401,506
Portugal,2020-06-17,Portugal,40.309,-8.058,336
Qatar,2020-06-17,Qatar,25.316,51.191,1097
United Kingdom,2020-06-17,Reino Unido,53,-1.6,1117
Central African Republic,2020-06-17,República Centroafricana,6.571,20.483,154
Czechia,2020-06-17,República Checa,49.743,15.338,51
Dominican Republic,2020-06-17,República Dominicana,19.015,-70.729,419
Rwanda,2020-06-17,Ruanda,-1.998,29.917,3
Romania,2020-06-17,Rumanía,45.844,24.969,345
Russia,2020-06-17,Rusia,61.988,96.689,7824
San Marino,2020-06-17,San Marino,43.942,12.46,2
Sao Tome and Principe,2020-06-17,Santo Tomé y Príncipe,0.201,6.629,12
Senegal,2020-06-17,Senegal,15.013,-14.881,122
Serbia,2020-06-17,Serbia,44.032,20.806,96
Sierra Leone,2020-06-17,Sierra Leona,8.56,-11.792,24
Singapore,2020-06-17,Singapur,1.351,103.808,247
Somalia,2020-06-17,Somalia,9.774,48.316,38
Sri Lanka,2020-06-17,Sri Lanka,7.612,80.704,9
South Africa,2020-06-17,Sudáfrica,-30.558,23.121,4078
Sudan,2020-06-17,Sudán,13.832,30.05,280
Sweden,2020-06-17,Suecia,62.011,15.27,1239
Switzerland,2020-06-17,Suiza,46.861,7.908,33
Suriname,2020-06-17,Surinam,4.127,-55.912,25
Tajikistan,2020-06-17,Tayikistán,38.665,69.42,61
Togo,2020-06-17,Togo,8.799,1.081,7
Tunisia,2020-06-17,Túnez,35.383,9.596,3
Turkey,2020-06-17,Turquía,39.061,35.179,1429
Ukraine,2020-06-17,Ucrania,49.016,31.388,777
Uganda,2020-06-17,Uganda,1.28,32.386,8
Uzbekistan,2020-06-17,Uzbekistán,41.75,63.17,189
Venezuela,2020-06-17,Venezuela,7.125,-66.166,236
Vietnam,2020-06-17,Vietnam,21.491,105.314,1
Yemen,2020-06-17,Yemen,15.807,48.355,17
Djibouti,2020-06-17,Yibuti,11.9,42.516,6
Zambia,2020-06-17,Zambia,-14.614,26.32,7
Zimbabwe,2020-06-17,Zimbabue,-19,29.872,10
Cabo Verde,2020-06-17,NA,NA,NA,11
Cote d'Ivoire,2020-06-17,NA,NA,NA,384
South Sudan,2020-06-17,NA,NA,NA,37
Syria,2020-06-17,NA,NA,NA,1
West Bank and Gaza,2020-06-17,NA,NA,NA,41
Afghanistan,2020-06-18,Afganistán,33.677,65.216,658
Albania,2020-06-18,Albania,41.143,20.068,66
Germany,2020-06-18,Alemania,51.11,9.851,1213
Andorra,2020-06-18,Andorra,42.549,1.576,1
Angola,2020-06-18,Angola,-12.296,17.544,11
Saudi Arabia,2020-06-18,Arabia Saudí,24.023,44.585,4757
Algeria,2020-06-18,Argelia,28.163,2.632,117
Argentina,2020-06-18,Argentina,-35.377,-65.167,1958
Armenia,2020-06-18,Armenia,40.534,44.563,665
Australia,2020-06-18,Australia,-24.973,136.189,18
Austria,2020-06-18,Austria,47.683,14.912,20
Azerbaijan,2020-06-18,Azerbaiyán,40.43,47.395,338
Bahrain,2020-06-18,Bahrein,26.019,50.562,469
Bangladesh,2020-06-18,Bangladesh,24.218,89.941,3803
Belgium,2020-06-18,Bélgica,50.643,4.664,104
Benin,2020-06-18,Benín,10.541,2.469,25
Belarus,2020-06-18,Bielorrusia,53.54,28.047,625
Bolivia,2020-06-18,Bolivia,-16.715,-64.671,814
Bosnia and Herzegovina,2020-06-18,Bosnia-Herzegovina,44.169,17.786,33
Brazil,2020-06-18,Brasil,-10.772,-53.089,22765
Bulgaria,2020-06-18,Bulgaria,42.761,25.231,132
Cambodia,2020-06-18,Camboya,12.714,104.564,1
Canada,2020-06-18,Canadá,59.081,-109.433,386
Chile,2020-06-18,Chile,-23.389,-69.433,4475
China,2020-06-18,China,33.42,106.514,36
Colombia,2020-06-18,Colombia,3.9,-73.076,2119
Comoros,2020-06-18,Comoras,-11.758,43.337,13
Congo (Kinshasa),2020-06-18,Congo (Kinshasa),-2.876,23.654,183
"Korea, South",2020-06-18,Corea del Sur,36.504,128.103,49
Costa Rica,2020-06-18,Costa Rica,9.971,-83.946,68
Croatia,2020-06-18,Croacia,45.723,16.693,11
Cuba,2020-06-18,Cuba,21.297,-77.781,15
Denmark,2020-06-18,Dinamarca,56.058,9.264,50
Ecuador,2020-06-18,Ecuador,-1.385,-78.497,607
Egypt,2020-06-18,Egipto,26.494,29.872,1218
El Salvador,2020-06-18,El Salvador,13.736,-88.866,134
United Arab Emirates,2020-06-18,Emiratos Árabes Unidos,23.549,54.163,388
Eritrea,2020-06-18,Eritrea,16.045,38.219,11
Slovakia,2020-06-18,Eslovaquia,48.707,19.491,1
Slovenia,2020-06-18,Eslovenia,46.124,14.827,8
Spain,2020-06-18,España,40.227,-3.649,585
US,2020-06-18,Estados Unidos,39.622,-98.606,27763
Eswatini,2020-06-18,Esuatini,-26.632018,31.5038,23
Ethiopia,2020-06-18,Etiopía,8.626,39.616,195
Philippines,2020-06-18,Filipinas,11.118,122.466,561
Finland,2020-06-18,Finlandia,64.504,26.272,2
France,2020-06-18,Francia,46.565,2.55,467
Gabon,2020-06-18,Gabón,-0.591,11.797,111
Gambia,2020-06-18,Gambia,13.453,-15.386,2
Georgia,2020-06-18,Georgia,42.176,43.518,5
Ghana,2020-06-18,Ghana,7.96,-1.207,339
Greece,2020-06-18,Grecia,39.666,21.766,24
Guatemala,2020-06-18,Guatemala,15.256,-90.398,617
Guinea,2020-06-18,Guinea,10.439,-10.942,173
Guyana,2020-06-18,Guyana,4.792,-58.974,12
Haiti,2020-06-18,Haití,19.142,-72.278,228
Honduras,2020-06-18,Honduras,14.819,-86.863,440
Hungary,2020-06-18,Hungría,47.07,19.134,1
India,2020-06-18,India,21,78.5,13586
Indonesia,2020-06-18,Indonesia,-0.976,114.252,1331
Iraq,2020-06-18,Irak,33.048,43.772,1463
Iran,2020-06-18,Irán,32.565,54.301,2596
Ireland,2020-06-18,Irlanda,53.177,-8.152,14
Iceland,2020-06-18,Islandia,64.764,-18.48,1
Israel,2020-06-18,Israel,31.026,34.851,253
Italy,2020-06-18,Italia,42.7,12.8,331
Jamaica,2020-06-18,Jamaica,18.151,-77.32,12
Japan,2020-06-18,Japón,36.491,139.068,58
Jordan,2020-06-18,Jordania,30.703,36.319,14
Kenya,2020-06-18,Kenia,0.53,37.858,213
Kuwait,2020-06-18,Kuwait,29.476,47.376,541
Latvia,2020-06-18,Letonia,56.858,25.641,4
Lebanon,2020-06-18,Líbano,33.92,35.888,6
Liberia,2020-06-18,Liberia,6.682,-9.657,26
Libya,2020-06-18,Libia,27.044,18.023,10
Lithuania,2020-06-18,Lituania,55.336,23.897,6
Luxembourg,2020-06-18,Luxemburgo,49.771,6.088,6
North Macedonia,2020-06-18,Macedonia del Norte,41.6,21.698,182
Madagascar,2020-06-18,Madagascar,-19.374,46.706,25
Malaysia,2020-06-18,Malasia,4.201,102.195,14
Malawi,2020-06-18,Malaui,-13.4,33.808,20
Maldives,2020-06-18,Maldivas,3.548,72.92,17
Mali,2020-06-18,Mali,17.35,-3.524,16
Malta,2020-06-18,Malta,35.89,14.442,1
Morocco,2020-06-18,Marruecos,32.706,-5.758,77
Mauritania,2020-06-18,Mauritania,20.26,-10.332,201
Mexico,2020-06-18,México,23.951,-102.535,5662
Moldova,2020-06-18,Moldavia,47.193,28.599,374
Mongolia,2020-06-18,Mongolia,46.056,102.876,3
Montenegro,2020-06-18,Montenegro,42.792,19.254,4
Mozambique,2020-06-18,Mozambique,-14.422,37.923,11
Namibia,2020-06-18,Namibia,-22.133,17.218,3
Nepal,2020-06-18,Nepal,28.253,83.939,671
Nigeria,2020-06-18,Nigeria,9.594,8.105,745
Norway,2020-06-18,Noruega,61.152,8.74,16
Oman,2020-06-18,Omán,21.656,57.407,739
Netherlands,2020-06-18,Países Bajos,52.077,5.389,115
Pakistan,2020-06-18,Pakistán,29.967,69.386,4944
Panama,2020-06-18,Panamá,8.384,-80.92,754
Paraguay,2020-06-18,Paraguay,-23.236,-58.391,22
Peru,2020-06-18,Perú,-9.326,-75.552,3480
Poland,2020-06-18,Polonia,52.125,19.401,314
Portugal,2020-06-18,Portugal,40.309,-8.058,417
Qatar,2020-06-18,Qatar,25.316,51.191,1267
United Kingdom,2020-06-18,Reino Unido,53,-1.6,1218
Central African Republic,2020-06-18,República Centroafricana,6.571,20.483,41
Czechia,2020-06-18,República Checa,49.743,15.338,118
Dominican Republic,2020-06-18,República Dominicana,19.015,-70.729,540
Rwanda,2020-06-18,Ruanda,-1.998,29.917,7
Romania,2020-06-18,Rumanía,45.844,24.969,320
Russia,2020-06-18,Rusia,61.988,96.689,7772
Sao Tome and Principe,2020-06-18,Santo Tomé y Príncipe,0.201,6.629,5
Senegal,2020-06-18,Senegal,15.013,-14.881,106
Serbia,2020-06-18,Serbia,44.032,20.806,94
Sierra Leone,2020-06-18,Sierra Leona,8.56,-11.792,23
Singapore,2020-06-18,Singapur,1.351,103.808,257
Somalia,2020-06-18,Somalia,9.774,48.316,23
Sri Lanka,2020-06-18,Sri Lanka,7.612,80.704,23
South Africa,2020-06-18,Sudáfrica,-30.558,23.121,3478
Sweden,2020-06-18,Suecia,62.011,15.27,1481
Switzerland,2020-06-18,Suiza,46.861,7.908,13
Suriname,2020-06-18,Surinam,4.127,-55.912,16
Thailand,2020-06-18,Tailandia,15.7,100.844,6
Taiwan*,2020-06-18,Taiwán,23.754,120.946,1
Tajikistan,2020-06-18,Tayikistán,38.665,69.42,58
Togo,2020-06-18,Togo,8.799,1.081,3
Tunisia,2020-06-18,Túnez,35.383,9.596,4
Turkey,2020-06-18,Turquía,39.061,35.179,1304
Ukraine,2020-06-18,Ucrania,49.016,31.388,847
Uganda,2020-06-18,Uganda,1.28,32.386,9
Uruguay,2020-06-18,Uruguay,-32.8,-56.012,1
Uzbekistan,2020-06-18,Uzbekistán,41.75,63.17,85
Venezuela,2020-06-18,Venezuela,7.125,-66.166,97
Vietnam,2020-06-18,Vietnam,21.491,105.314,7
Yemen,2020-06-18,Yemen,15.807,48.355,7
Djibouti,2020-06-18,Yibuti,11.9,42.516,12
Zambia,2020-06-18,Zambia,-14.614,26.32,4
Zimbabwe,2020-06-18,Zimbabue,-19,29.872,62
Burma,2020-06-18,NA,NA,NA,24
Cabo Verde,2020-06-18,NA,NA,NA,31
Cote d'Ivoire,2020-06-18,NA,NA,NA,381
South Sudan,2020-06-18,NA,NA,NA,17
Syria,2020-06-18,NA,NA,NA,9
West Bank and Gaza,2020-06-18,NA,NA,NA,45
Afghanistan,2020-06-19,Afganistán,33.677,65.216,346
Albania,2020-06-19,Albania,41.143,20.068,50
Germany,2020-06-19,Alemania,51.11,9.851,482
Angola,2020-06-19,Angola,-12.296,17.544,6
Saudi Arabia,2020-06-19,Arabia Saudí,24.023,44.585,4301
Algeria,2020-06-19,Argelia,28.163,2.632,119
Argentina,2020-06-19,Argentina,-35.377,-65.167,2060
Armenia,2020-06-19,Armenia,40.534,44.563,459
Australia,2020-06-19,Australia,-24.973,136.189,2
Austria,2020-06-19,Austria,47.683,14.912,48
Azerbaijan,2020-06-19,Azerbaiyán,40.43,47.395,438
Bahrain,2020-06-19,Bahrein,26.019,50.562,486
Bangladesh,2020-06-19,Bangladesh,24.218,89.941,3243
Belgium,2020-06-19,Bélgica,50.643,4.664,128
Benin,2020-06-19,Benín,10.541,2.469,53
Belarus,2020-06-19,Bielorrusia,53.54,28.047,676
Bolivia,2020-06-19,Bolivia,-16.715,-64.671,977
Bosnia and Herzegovina,2020-06-19,Bosnia-Herzegovina,44.169,17.786,99
Botswana,2020-06-19,Botsuana,-22.182,23.815,10
Brazil,2020-06-19,Brasil,-10.772,-53.089,54771
Bulgaria,2020-06-19,Bulgaria,42.761,25.231,81
Burkina Faso,2020-06-19,Burkina Faso,12.278,-1.74,1
Bhutan,2020-06-19,Bután,27.415,90.429,1
Cameroon,2020-06-19,Camerún,5.133,12.277,774
Canada,2020-06-19,Canadá,59.081,-109.433,437
Chad,2020-06-19,Chad,15.361,18.665,4
Chile,2020-06-19,Chile,-23.389,-69.433,6290
Colombia,2020-06-19,Colombia,3.9,-73.076,3185
Congo (Kinshasa),2020-06-19,Congo (Kinshasa),-2.876,23.654,194
"Korea, South",2020-06-19,Corea del Sur,36.504,128.103,67
Costa Rica,2020-06-19,Costa Rica,9.971,-83.946,119
Croatia,2020-06-19,Croacia,45.723,16.693,11
Cuba,2020-06-19,Cuba,21.297,-77.781,10
Denmark,2020-06-19,Dinamarca,56.058,9.264,47
Ecuador,2020-06-19,Ecuador,-1.385,-78.497,634
Egypt,2020-06-19,Egipto,26.494,29.872,1774
El Salvador,2020-06-19,El Salvador,13.736,-88.866,129
United Arab Emirates,2020-06-19,Emiratos Árabes Unidos,23.549,54.163,393
Slovakia,2020-06-19,Eslovaquia,48.707,19.491,14
Slovenia,2020-06-19,Eslovenia,46.124,14.827,2
Spain,2020-06-19,España,40.227,-3.649,307
US,2020-06-19,Estados Unidos,39.622,-98.606,29909
Estonia,2020-06-19,Estonia,58.674,25.793,2
Eswatini,2020-06-19,Esuatini,-26.632018,31.5038,37
Ethiopia,2020-06-19,Etiopía,8.626,39.616,116
Philippines,2020-06-19,Filipinas,11.118,122.466,660
Finland,2020-06-19,Finlandia,64.504,26.272,14
France,2020-06-19,Francia,46.565,2.55,811
Gabon,2020-06-19,Gabón,-0.591,11.797,88
Georgia,2020-06-19,Georgia,42.176,43.518,3
Ghana,2020-06-19,Ghana,7.96,-1.207,274
Greece,2020-06-19,Grecia,39.666,21.766,10
Guatemala,2020-06-19,Guatemala,15.256,-90.398,641
Guinea,2020-06-19,Guinea,10.439,-10.942,63
Guinea-Bissau,2020-06-19,Guinea-Bisáu,12.125,-14.651,49
Haiti,2020-06-19,Haití,19.142,-72.278,64
Honduras,2020-06-19,Honduras,14.819,-86.863,519
Hungary,2020-06-19,Hungría,47.07,19.134,2
India,2020-06-19,India,21,78.5,14516
Indonesia,2020-06-19,Indonesia,-0.976,114.252,1041
Iraq,2020-06-19,Irak,33.048,43.772,1635
Iran,2020-06-19,Irán,32.565,54.301,2615
Ireland,2020-06-19,Irlanda,53.177,-8.152,13
Iceland,2020-06-19,Islandia,64.764,-18.48,3
Israel,2020-06-19,Israel,31.026,34.851,303
Jamaica,2020-06-19,Jamaica,18.151,-77.32,14
Japan,2020-06-19,Japón,36.491,139.068,70
Jordan,2020-06-19,Jordania,30.703,36.319,7
Kazakhstan,2020-06-19,Kazajistán,48.16,67.301,902
Kenya,2020-06-19,Kenia,0.53,37.858,117
Kyrgyzstan,2020-06-19,Kirguistán,41.465,74.555,132
Kuwait,2020-06-19,Kuwait,29.476,47.376,604
Latvia,2020-06-19,Letonia,56.858,25.641,2
Lebanon,2020-06-19,Líbano,33.92,35.888,15
Liberia,2020-06-19,Liberia,6.682,-9.657,39
Libya,2020-06-19,Libia,27.044,18.023,10
Lithuania,2020-06-19,Lituania,55.336,23.897,8
Luxembourg,2020-06-19,Luxemburgo,49.771,6.088,8
North Macedonia,2020-06-19,Macedonia del Norte,41.6,21.698,156
Madagascar,2020-06-19,Madagascar,-19.374,46.706,40
Malaysia,2020-06-19,Malasia,4.201,102.195,6
Malawi,2020-06-19,Malaui,-13.4,33.808,28
Maldives,2020-06-19,Maldivas,3.548,72.92,13
Mali,2020-06-19,Mali,17.35,-3.524,17
Morocco,2020-06-19,Marruecos,32.706,-5.758,539
Mauritania,2020-06-19,Mauritania,20.26,-10.332,197
Mexico,2020-06-19,México,23.951,-102.535,5030
Moldova,2020-06-19,Moldavia,47.193,28.599,450
Montenegro,2020-06-19,Montenegro,42.792,19.254,18
Mozambique,2020-06-19,Mozambique,-14.422,37.923,6
Namibia,2020-06-19,Namibia,-22.133,17.218,6
Nepal,2020-06-19,Nepal,28.253,83.939,426
Nigeria,2020-06-19,Nigeria,9.594,8.105,667
Norway,2020-06-19,Noruega,61.152,8.74,18
New Zealand,2020-06-19,Nueva Zelanda,-42.634,172.235,2
Oman,2020-06-19,Omán,21.656,57.407,852
Netherlands,2020-06-19,Países Bajos,52.077,5.389,107
Pakistan,2020-06-19,Pakistán,29.967,69.386,6604
Panama,2020-06-19,Panamá,8.384,-80.92,923
Paraguay,2020-06-19,Paraguay,-23.236,-58.391,6
Poland,2020-06-19,Polonia,52.125,19.401,301
Portugal,2020-06-19,Portugal,40.309,-8.058,375
Qatar,2020-06-19,Qatar,25.316,51.191,1021
United Kingdom,2020-06-19,Reino Unido,53,-1.6,1350
Czechia,2020-06-19,República Checa,49.743,15.338,126
Dominican Republic,2020-06-19,República Dominicana,19.015,-70.729,423
Rwanda,2020-06-19,Ruanda,-1.998,29.917,15
Romania,2020-06-19,Rumanía,45.844,24.969,320
Russia,2020-06-19,Rusia,61.988,96.689,7971
Sao Tome and Principe,2020-06-19,Santo Tomé y Príncipe,0.201,6.629,5
Senegal,2020-06-19,Senegal,15.013,-14.881,164
Serbia,2020-06-19,Serbia,44.032,20.806,93
Sierra Leone,2020-06-19,Sierra Leona,8.56,-11.792,26
Singapore,2020-06-19,Singapur,1.351,103.808,142
Sri Lanka,2020-06-19,Sri Lanka,7.612,80.704,3
South Africa,2020-06-19,Sudáfrica,-30.558,23.121,3825
Sudan,2020-06-19,Sudán,13.832,30.05,296
Switzerland,2020-06-19,Suiza,46.861,7.908,35
Suriname,2020-06-19,Surinam,4.127,-55.912,16
Thailand,2020-06-19,Tailandia,15.7,100.844,5
Tajikistan,2020-06-19,Tayikistán,38.665,69.42,59
Togo,2020-06-19,Togo,8.799,1.081,8
Tunisia,2020-06-19,Túnez,35.383,9.596,14
Turkey,2020-06-19,Turquía,39.061,35.179,1214
Ukraine,2020-06-19,Ucrania,49.016,31.388,922
Uganda,2020-06-19,Uganda,1.28,32.386,14
