pais,fecha,pais_esp,lat,long,var_casos
Haiti,2020-08-08,Haití,19.142,-72.278,12
Honduras,2020-08-08,Honduras,14.819,-86.863,608
Hungary,2020-08-08,Hungría,47.07,19.134,32
India,2020-08-08,India,21,78.5,64399
Indonesia,2020-08-08,Indonesia,-0.976,114.252,2277
Iraq,2020-08-08,Irak,33.048,43.772,3325
Iran,2020-08-08,Irán,32.565,54.301,2125
Ireland,2020-08-08,Irlanda,53.177,-8.152,174
Iceland,2020-08-08,Islandia,64.764,-18.48,3
Israel,2020-08-08,Israel,31.026,34.851,1333
Italy,2020-08-08,Italia,42.7,12.8,347
Jamaica,2020-08-08,Jamaica,18.151,-77.32,16
Japan,2020-08-08,Japón,36.491,139.068,1578
Jordan,2020-08-08,Jordania,30.703,36.319,9
Kazakhstan,2020-08-08,Kazajistán,48.16,67.301,872
Kenya,2020-08-08,Kenia,0.53,37.858,699
Kyrgyzstan,2020-08-08,Kirguistán,41.465,74.555,409
Kuwait,2020-08-08,Kuwait,29.476,47.376,472
Latvia,2020-08-08,Letonia,56.858,25.641,7
Lebanon,2020-08-08,Líbano,33.92,35.888,272
Liberia,2020-08-08,Liberia,6.682,-9.657,4
Libya,2020-08-08,Libia,27.044,18.023,153
Lithuania,2020-08-08,Lituania,55.336,23.897,37
Luxembourg,2020-08-08,Luxemburgo,49.771,6.088,56
North Macedonia,2020-08-08,Macedonia del Norte,41.6,21.698,200
Madagascar,2020-08-08,Madagascar,-19.374,46.706,214
Malaysia,2020-08-08,Malasia,4.201,102.195,7
Malawi,2020-08-08,Malaui,-13.4,33.808,49
Maldives,2020-08-08,Maldivas,3.548,72.92,129
Mali,2020-08-08,Mali,17.35,-3.524,4
Malta,2020-08-08,Malta,35.89,14.442,40
Morocco,2020-08-08,Marruecos,32.706,-5.758,1345
Mauritania,2020-08-08,Mauritania,20.26,-10.332,12
Mexico,2020-08-08,México,23.951,-102.535,6495
Moldova,2020-08-08,Moldavia,47.193,28.599,453
Monaco,2020-08-08,Mónaco,43.75,7.412,3
Montenegro,2020-08-08,Montenegro,42.792,19.254,39
Mozambique,2020-08-08,Mozambique,-14.422,37.923,28
Nepal,2020-08-08,Nepal,28.253,83.939,378
Niger,2020-08-08,Níger,17.426,9.398,4
Nigeria,2020-08-08,Nigeria,9.594,8.105,453
Norway,2020-08-08,Noruega,61.152,8.74,48
Oman,2020-08-08,Omán,21.656,57.407,290
Netherlands,2020-08-08,Países Bajos,52.077,5.389,600
Pakistan,2020-08-08,Pakistán,29.967,69.386,842
Panama,2020-08-08,Panamá,8.384,-80.92,1091
Paraguay,2020-08-08,Paraguay,-23.236,-58.391,197
Poland,2020-08-08,Polonia,52.125,19.401,843
Portugal,2020-08-08,Portugal,40.309,-8.058,186
Qatar,2020-08-08,Qatar,25.316,51.191,267
United Kingdom,2020-08-08,Reino Unido,53,-1.6,765
Czechia,2020-08-08,República Checa,49.743,15.338,175
Dominican Republic,2020-08-08,República Dominicana,19.015,-70.729,1069
Rwanda,2020-08-08,Ruanda,-1.998,29.917,6
Romania,2020-08-08,Rumanía,45.844,24.969,1350
Russia,2020-08-08,Rusia,61.988,96.689,5185
Senegal,2020-08-08,Senegal,15.013,-14.881,116
Serbia,2020-08-08,Serbia,44.032,20.806,255
Sierra Leone,2020-08-08,Sierra Leona,8.56,-11.792,8
Singapore,2020-08-08,Singapur,1.351,103.808,132
Sri Lanka,2020-08-08,Sri Lanka,7.612,80.704,2
South Africa,2020-08-08,Sudáfrica,-30.558,23.121,7712
South Sudan,2020-08-08,Sudán del Sur,NA,NA,13
Switzerland,2020-08-08,Suiza,46.861,7.908,182
Suriname,2020-08-08,Surinam,4.127,-55.912,103
Thailand,2020-08-08,Tailandia,15.7,100.844,3
Taiwan*,2020-08-08,Taiwán,23.754,120.946,2
Togo,2020-08-08,Togo,8.799,1.081,18
Trinidad and Tobago,2020-08-08,Trinidad y Tobago,10.468,-61.253,50
Tunisia,2020-08-08,Túnez,35.383,9.596,22
Turkey,2020-08-08,Turquía,39.061,35.179,1172
Ukraine,2020-08-08,Ucrania,49.016,31.388,1516
Uganda,2020-08-08,Uganda,1.28,32.386,13
Uruguay,2020-08-08,Uruguay,-32.8,-56.012,10
Uzbekistan,2020-08-08,Uzbekistán,41.75,63.17,595
Venezuela,2020-08-08,Venezuela,7.125,-66.166,795
Vietnam,2020-08-08,Vietnam,21.491,105.314,23
Yemen,2020-08-08,Yemen,15.807,48.355,1
Zambia,2020-08-08,Zambia,-14.614,26.32,417
Zimbabwe,2020-08-08,Zimbabue,-19,29.872,124
Bahamas,2020-08-08,NA,NA,NA,48
Cabo Verde,2020-08-08,NA,NA,NA,55
Cote d'Ivoire,2020-08-08,NA,NA,NA,96
Syria,2020-08-08,NA,NA,NA,65
West Bank and Gaza,2020-08-08,NA,NA,NA,206
Albania,2020-08-09,Albania,41.143,20.068,136
Germany,2020-08-09,Alemania,51.11,9.851,385
Angola,2020-08-09,Angola,-12.296,17.544,100
Saudi Arabia,2020-08-09,Arabia Saudí,24.023,44.585,1428
Algeria,2020-08-09,Argelia,28.163,2.632,467
Argentina,2020-08-09,Argentina,-35.377,-65.167,4688
Armenia,2020-08-09,Armenia,40.534,44.563,225
Australia,2020-08-09,Australia,-24.973,136.189,313
Austria,2020-08-09,Austria,47.683,14.912,114
Azerbaijan,2020-08-09,Azerbaiyán,40.43,47.395,87
Bahrain,2020-08-09,Bahrein,26.019,50.562,382
Bangladesh,2020-08-09,Bangladesh,24.218,89.941,2487
Barbados,2020-08-09,Barbados,13.153,-59.559,4
Belgium,2020-08-09,Bélgica,50.643,4.664,751
Belize,2020-08-09,Belice,17.219,-88.602,7
Belarus,2020-08-09,Bielorrusia,53.54,28.047,112
Bolivia,2020-08-09,Bolivia,-16.715,-64.671,944
Brazil,2020-08-09,Brasil,-10.772,-53.089,23010
Bulgaria,2020-08-09,Bulgaria,42.761,25.231,53
Burundi,2020-08-09,Burundi,-3.356,29.887,3
Bhutan,2020-08-09,Bután,27.415,90.429,2
Cambodia,2020-08-09,Camboya,12.714,104.564,3
Canada,2020-08-09,Canadá,59.081,-109.433,219
Chad,2020-08-09,Chad,15.361,18.665,2
Chile,2020-08-09,Chile,-23.389,-69.433,2033
China,2020-08-09,China,33.42,106.514,121
Cyprus,2020-08-09,Chipre,35.043,33.219,9
Colombia,2020-08-09,Colombia,3.9,-73.076,10611
Congo (Kinshasa),2020-08-09,Congo (Kinshasa),-2.876,23.654,18
"Korea, South",2020-08-09,Corea del Sur,36.504,128.103,28
Costa Rica,2020-08-09,Costa Rica,9.971,-83.946,484
Croatia,2020-08-09,Croacia,45.723,16.693,61
Cuba,2020-08-09,Cuba,21.297,-77.781,65
Denmark,2020-08-09,Dinamarca,56.058,9.264,8
Ecuador,2020-08-09,Ecuador,-1.385,-78.497,887
Egypt,2020-08-09,Egipto,26.494,29.872,178
El Salvador,2020-08-09,El Salvador,13.736,-88.866,445
United Arab Emirates,2020-08-09,Emiratos Árabes Unidos,23.549,54.163,225
Slovakia,2020-08-09,Eslovaquia,48.707,19.491,30
Slovenia,2020-08-09,Eslovenia,46.124,14.827,2
US,2020-08-09,Estados Unidos,39.622,-98.606,46935
Estonia,2020-08-09,Estonia,58.674,25.793,5
Eswatini,2020-08-09,Esuatini,-26.632018,31.5038,108
Ethiopia,2020-08-09,Etiopía,8.626,39.616,565
Philippines,2020-08-09,Filipinas,11.118,122.466,3028
Finland,2020-08-09,Finlandia,64.504,26.272,16
France,2020-08-09,Francia,46.565,2.55,29
Gambia,2020-08-09,Gambia,13.453,-15.386,145
Georgia,2020-08-09,Georgia,42.176,43.518,9
Ghana,2020-08-09,Ghana,7.96,-1.207,470
Greece,2020-08-09,Grecia,39.666,21.766,202
Guatemala,2020-08-09,Guatemala,15.256,-90.398,416
Guinea,2020-08-09,Guinea,10.439,-10.942,55
Guyana,2020-08-09,Guyana,4.792,-58.974,14
Haiti,2020-08-09,Haití,19.142,-72.278,23
Honduras,2020-08-09,Honduras,14.819,-86.863,481
Hungary,2020-08-09,Hungría,47.07,19.134,43
India,2020-08-09,India,21,78.5,62064
Indonesia,2020-08-09,Indonesia,-0.976,114.252,1893
Iraq,2020-08-09,Irak,33.048,43.772,2726
Iran,2020-08-09,Irán,32.565,54.301,2020
Ireland,2020-08-09,Irlanda,53.177,-8.152,68
Iceland,2020-08-09,Islandia,64.764,-18.48,3
Israel,2020-08-09,Israel,31.026,34.851,678
Italy,2020-08-09,Italia,42.7,12.8,463
Jamaica,2020-08-09,Jamaica,18.151,-77.32,20
Japan,2020-08-09,Japón,36.491,139.068,1440
Jordan,2020-08-09,Jordania,30.703,36.319,6
Kazakhstan,2020-08-09,Kazajistán,48.16,67.301,741
Kenya,2020-08-09,Kenia,0.53,37.858,599
Kyrgyzstan,2020-08-09,Kirguistán,41.465,74.555,348
Kuwait,2020-08-09,Kuwait,29.476,47.376,514
Latvia,2020-08-09,Letonia,56.858,25.641,2
Lebanon,2020-08-09,Líbano,33.92,35.888,294
Liberia,2020-08-09,Liberia,6.682,-9.657,3
Libya,2020-08-09,Libia,27.044,18.023,219
Lithuania,2020-08-09,Lituania,55.336,23.897,21
Luxembourg,2020-08-09,Luxemburgo,49.771,6.088,36
North Macedonia,2020-08-09,Macedonia del Norte,41.6,21.698,85
Madagascar,2020-08-09,Madagascar,-19.374,46.706,164
Malaysia,2020-08-09,Malasia,4.201,102.195,13
Malawi,2020-08-09,Malaui,-13.4,33.808,34
Maldives,2020-08-09,Maldivas,3.548,72.92,143
Mali,2020-08-09,Mali,17.35,-3.524,2
Malta,2020-08-09,Malta,35.89,14.442,54
Morocco,2020-08-09,Marruecos,32.706,-5.758,1230
Mauritania,2020-08-09,Mauritania,20.26,-10.332,13
Mexico,2020-08-09,México,23.951,-102.535,4376
Moldova,2020-08-09,Moldavia,47.193,28.599,217
Monaco,2020-08-09,Mónaco,43.75,7.412,2
Montenegro,2020-08-09,Montenegro,42.792,19.254,30
Mozambique,2020-08-09,Mozambique,-14.422,37.923,28
Namibia,2020-08-09,Namibia,-22.133,17.218,147
Nepal,2020-08-09,Nepal,28.253,83.939,380
Niger,2020-08-09,Níger,17.426,9.398,1
Nigeria,2020-08-09,Nigeria,9.594,8.105,437
Norway,2020-08-09,Noruega,61.152,8.74,39
Oman,2020-08-09,Omán,21.656,57.407,223
Netherlands,2020-08-09,Países Bajos,52.077,5.389,643
Pakistan,2020-08-09,Pakistán,29.967,69.386,634
Panama,2020-08-09,Panamá,8.384,-80.92,841
Papua New Guinea,2020-08-09,Papúa Nueva Guinea,-5.949,143.459,26
Paraguay,2020-08-09,Paraguay,-23.236,-58.391,202
Peru,2020-08-09,Perú,-9.326,-75.552,14149
Poland,2020-08-09,Polonia,52.125,19.401,624
Portugal,2020-08-09,Portugal,40.309,-8.058,131
Qatar,2020-08-09,Qatar,25.316,51.191,297
United Kingdom,2020-08-09,Reino Unido,53,-1.6,1113
Czechia,2020-08-09,República Checa,49.743,15.338,118
Dominican Republic,2020-08-09,República Dominicana,19.015,-70.729,954
Rwanda,2020-08-09,Ruanda,-1.998,29.917,6
Romania,2020-08-09,Rumanía,45.844,24.969,1145
Russia,2020-08-09,Rusia,61.988,96.689,5155
Saint Vincent and the Grenadines,2020-08-09,San Vicente y las Granadinas,13.248,-61.194,1
Senegal,2020-08-09,Senegal,15.013,-14.881,172
Serbia,2020-08-09,Serbia,44.032,20.806,236
Sierra Leone,2020-08-09,Sierra Leona,8.56,-11.792,21
Singapore,2020-08-09,Singapur,1.351,103.808,175
Sri Lanka,2020-08-09,Sri Lanka,7.612,80.704,3
South Africa,2020-08-09,Sudáfrica,-30.558,23.121,6671
Sudan,2020-08-09,Sudán,13.832,30.05,62
South Sudan,2020-08-09,Sudán del Sur,NA,NA,7
Switzerland,2020-08-09,Suiza,46.861,7.908,152
Suriname,2020-08-09,Surinam,4.127,-55.912,85
Thailand,2020-08-09,Tailandia,15.7,100.844,3
Tajikistan,2020-08-09,Tayikistán,38.665,69.42,39
Togo,2020-08-09,Togo,8.799,1.081,14
Trinidad and Tobago,2020-08-09,Trinidad y Tobago,10.468,-61.253,4
Tunisia,2020-08-09,Túnez,35.383,9.596,19
Turkey,2020-08-09,Turquía,39.061,35.179,1182
Ukraine,2020-08-09,Ucrania,49.016,31.388,1233
Uganda,2020-08-09,Uganda,1.28,32.386,16
Uruguay,2020-08-09,Uruguay,-32.8,-56.012,18
Uzbekistan,2020-08-09,Uzbekistán,41.75,63.17,957
Venezuela,2020-08-09,Venezuela,7.125,-66.166,844
Vietnam,2020-08-09,Vietnam,21.491,105.314,29
Yemen,2020-08-09,Yemen,15.807,48.355,7
Djibouti,2020-08-09,Yibuti,11.9,42.516,6
Zambia,2020-08-09,Zambia,-14.614,26.32,182
Zimbabwe,2020-08-09,Zimbabue,-19,29.872,74
Bahamas,2020-08-09,NA,NA,NA,20
Burma,2020-08-09,NA,NA,NA,1
Cabo Verde,2020-08-09,NA,NA,NA,23
Cote d'Ivoire,2020-08-09,NA,NA,NA,95
Syria,2020-08-09,NA,NA,NA,63
West Bank and Gaza,2020-08-09,NA,NA,NA,280
Afghanistan,2020-08-10,Afganistán,33.677,65.216,108
Albania,2020-08-10,Albania,41.143,20.068,125
Germany,2020-08-10,Alemania,51.11,9.851,1220
Andorra,2020-08-10,Andorra,42.549,1.576,8
Angola,2020-08-10,Angola,-12.296,17.544,7
Saudi Arabia,2020-08-10,Arabia Saudí,24.023,44.585,1257
Algeria,2020-08-10,Argelia,28.163,2.632,552
Argentina,2020-08-10,Argentina,-35.377,-65.167,7369
Armenia,2020-08-10,Armenia,40.534,44.563,23
Australia,2020-08-10,Australia,-24.973,136.189,316
Austria,2020-08-10,Austria,47.683,14.912,73
Azerbaijan,2020-08-10,Azerbaiyán,40.43,47.395,79
Bahrain,2020-08-10,Bahrein,26.019,50.562,386
Bangladesh,2020-08-10,Bangladesh,24.218,89.941,2907
Belgium,2020-08-10,Bélgica,50.643,4.664,468
Belize,2020-08-10,Belice,17.219,-88.602,24
Belarus,2020-08-10,Bielorrusia,53.54,28.047,97
Bolivia,2020-08-10,Bolivia,-16.715,-64.671,1636
Bosnia and Herzegovina,2020-08-10,Bosnia-Herzegovina,44.169,17.786,811
Botswana,2020-08-10,Botsuana,-22.182,23.815,262
Brazil,2020-08-10,Brasil,-10.772,-53.089,22048
Bulgaria,2020-08-10,Bulgaria,42.761,25.231,116
Burkina Faso,2020-08-10,Burkina Faso,12.278,-1.74,29
Canada,2020-08-10,Canadá,59.081,-109.433,686
Chad,2020-08-10,Chad,15.361,18.665,1
Chile,2020-08-10,Chile,-23.389,-69.433,1988
China,2020-08-10,China,33.42,106.514,113
Cyprus,2020-08-10,Chipre,35.043,33.219,10
Colombia,2020-08-10,Colombia,3.9,-73.076,10142
Congo (Kinshasa),2020-08-10,Congo (Kinshasa),-2.876,23.654,35
"Korea, South",2020-08-10,Corea del Sur,36.504,128.103,34
Costa Rica,2020-08-10,Costa Rica,9.971,-83.946,586
Croatia,2020-08-10,Croacia,45.723,16.693,45
Cuba,2020-08-10,Cuba,21.297,-77.781,93
Denmark,2020-08-10,Dinamarca,56.058,9.264,376
Ecuador,2020-08-10,Ecuador,-1.385,-78.497,242
Egypt,2020-08-10,Egipto,26.494,29.872,174
El Salvador,2020-08-10,El Salvador,13.736,-88.866,449
United Arab Emirates,2020-08-10,Emiratos Árabes Unidos,23.549,54.163,179
Slovakia,2020-08-10,Eslovaquia,48.707,19.491,3
Slovenia,2020-08-10,Eslovenia,46.124,14.827,6
Spain,2020-08-10,España,40.227,-3.649,8618
US,2020-08-10,Estados Unidos,39.622,-98.606,49536
Estonia,2020-08-10,Estonia,58.674,25.793,6
Eswatini,2020-08-10,Esuatini,-26.632018,31.5038,73
Ethiopia,2020-08-10,Etiopía,8.626,39.616,773
Philippines,2020-08-10,Filipinas,11.118,122.466,6725
Finland,2020-08-10,Finlandia,64.504,26.272,17
France,2020-08-10,Francia,46.565,2.55,4112
Gabon,2020-08-10,Gabón,-0.591,11.797,83
Georgia,2020-08-10,Georgia,42.176,43.518,25
Ghana,2020-08-10,Ghana,7.96,-1.207,209
Greece,2020-08-10,Grecia,39.666,21.766,126
Guatemala,2020-08-10,Guatemala,15.256,-90.398,382
Honduras,2020-08-10,Honduras,14.819,-86.863,418
Hungary,2020-08-10,Hungría,47.07,19.134,35
India,2020-08-10,India,21,78.5,53601
Indonesia,2020-08-10,Indonesia,-0.976,114.252,1687
Iraq,2020-08-10,Irak,33.048,43.772,3484
Iran,2020-08-10,Irán,32.565,54.301,2132
Ireland,2020-08-10,Irlanda,53.177,-8.152,56
Iceland,2020-08-10,Islandia,64.764,-18.48,4
Israel,2020-08-10,Israel,31.026,34.851,1720
Italy,2020-08-10,Italia,42.7,12.8,259
Jamaica,2020-08-10,Jamaica,18.151,-77.32,8
Japan,2020-08-10,Japón,36.491,139.068,835
Jordan,2020-08-10,Jordania,30.703,36.319,16
Kazakhstan,2020-08-10,Kazajistán,48.16,67.301,722
Kenya,2020-08-10,Kenia,0.53,37.858,492
Kyrgyzstan,2020-08-10,Kirguistán,41.465,74.555,166
Kosovo,2020-08-10,Kosovo,42.516245,20.87686,550
Kuwait,2020-08-10,Kuwait,29.476,47.376,687
Lesotho,2020-08-10,Lesotho,-29.581,28.243,39
Lebanon,2020-08-10,Líbano,33.92,35.888,295
Liberia,2020-08-10,Liberia,6.682,-9.657,3
Libya,2020-08-10,Libia,27.044,18.023,478
Lithuania,2020-08-10,Lituania,55.336,23.897,13
Luxembourg,2020-08-10,Luxemburgo,49.771,6.088,11
North Macedonia,2020-08-10,Macedonia del Norte,41.6,21.698,103
Madagascar,2020-08-10,Madagascar,-19.374,46.706,116
Malaysia,2020-08-10,Malasia,4.201,102.195,11
Malawi,2020-08-10,Malaui,-13.4,33.808,16
Maldives,2020-08-10,Maldivas,3.548,72.92,116
Mali,2020-08-10,Mali,17.35,-3.524,6
Malta,2020-08-10,Malta,35.89,14.442,23
Morocco,2020-08-10,Marruecos,32.706,-5.758,826
Mauritania,2020-08-10,Mauritania,20.26,-10.332,32
Mexico,2020-08-10,México,23.951,-102.535,5558
Moldova,2020-08-10,Moldavia,47.193,28.599,181
Montenegro,2020-08-10,Montenegro,42.792,19.254,78
Mozambique,2020-08-10,Mozambique,-14.422,37.923,142
Namibia,2020-08-10,Namibia,-22.133,17.218,152
Nepal,2020-08-10,Nepal,28.253,83.939,338
Nigeria,2020-08-10,Nigeria,9.594,8.105,290
Norway,2020-08-10,Noruega,61.152,8.74,46
New Zealand,2020-08-10,Nueva Zelanda,-42.634,172.235,1
Oman,2020-08-10,Omán,21.656,57.407,207
Netherlands,2020-08-10,Países Bajos,52.077,5.389,698
Pakistan,2020-08-10,Pakistán,29.967,69.386,539
Panama,2020-08-10,Panamá,8.384,-80.92,902
Paraguay,2020-08-10,Paraguay,-23.236,-58.391,327
Peru,2020-08-10,Perú,-9.326,-75.552,5109
Poland,2020-08-10,Polonia,52.125,19.401,619
Portugal,2020-08-10,Portugal,40.309,-8.058,157
Qatar,2020-08-10,Qatar,25.316,51.191,315
United Kingdom,2020-08-10,Reino Unido,53,-1.6,818
Czechia,2020-08-10,República Checa,49.743,15.338,141
Dominican Republic,2020-08-10,República Dominicana,19.015,-70.729,767
Rwanda,2020-08-10,Ruanda,-1.998,29.917,12
Romania,2020-08-10,Rumanía,45.844,24.969,779
Russia,2020-08-10,Rusia,61.988,96.689,5081
Senegal,2020-08-10,Senegal,15.013,-14.881,137
Serbia,2020-08-10,Serbia,44.032,20.806,163
Sierra Leone,2020-08-10,Sierra Leona,8.56,-11.792,1
Singapore,2020-08-10,Singapur,1.351,103.808,188
Sri Lanka,2020-08-10,Sri Lanka,7.612,80.704,27
South Africa,2020-08-10,Sudáfrica,-30.558,23.121,3739
Sweden,2020-08-10,Suecia,62.011,15.27,649
Switzerland,2020-08-10,Suiza,46.861,7.908,105
Suriname,2020-08-10,Surinam,4.127,-55.912,98
Tajikistan,2020-08-10,Tayikistán,38.665,69.42,82
Togo,2020-08-10,Togo,8.799,1.081,7
Trinidad and Tobago,2020-08-10,Trinidad y Tobago,10.468,-61.253,2
Tunisia,2020-08-10,Túnez,35.383,9.596,20
Turkey,2020-08-10,Turquía,39.061,35.179,1193
Ukraine,2020-08-10,Ucrania,49.016,31.388,1045
Uganda,2020-08-10,Uganda,1.28,32.386,14
Uruguay,2020-08-10,Uruguay,-32.8,-56.012,11
Uzbekistan,2020-08-10,Uzbekistán,41.75,63.17,695
Venezuela,2020-08-10,Venezuela,7.125,-66.166,995
Vietnam,2020-08-10,Vietnam,21.491,105.314,6
Yemen,2020-08-10,Yemen,15.807,48.355,28
Djibouti,2020-08-10,Yibuti,11.9,42.516,3
Zambia,2020-08-10,Zambia,-14.614,26.32,125
Zimbabwe,2020-08-10,Zimbabue,-19,29.872,99
Bahamas,2020-08-10,NA,NA,NA,47
Cabo Verde,2020-08-10,NA,NA,NA,25
Cote d'Ivoire,2020-08-10,NA,NA,NA,83
Syria,2020-08-10,NA,NA,NA,67
West Bank and Gaza,2020-08-10,NA,NA,NA,302
Afghanistan,2020-08-11,Afganistán,33.677,65.216,107
Albania,2020-08-11,Albania,41.143,20.068,140
Germany,2020-08-11,Alemania,51.11,9.851,1032
Angola,2020-08-11,Angola,-12.296,17.544,56
Saudi Arabia,2020-08-11,Arabia Saudí,24.023,44.585,1521
Algeria,2020-08-11,Argelia,28.163,2.632,492
Argentina,2020-08-11,Argentina,-35.377,-65.167,7043
Armenia,2020-08-11,Armenia,40.534,44.563,160
Australia,2020-08-11,Australia,-24.973,136.189,414
Austria,2020-08-11,Austria,47.683,14.912,139
Azerbaijan,2020-08-11,Azerbaiyán,40.43,47.395,84
Bahrain,2020-08-11,Bahrein,26.019,50.562,407
Bangladesh,2020-08-11,Bangladesh,24.218,89.941,2996
Barbados,2020-08-11,Barbados,13.153,-59.559,1
Belgium,2020-08-11,Bélgica,50.643,4.664,388
Benin,2020-08-11,Benín,10.541,2.469,65
Belarus,2020-08-11,Bielorrusia,53.54,28.047,58
Bolivia,2020-08-11,Bolivia,-16.715,-64.671,1693
Bosnia and Herzegovina,2020-08-11,Bosnia-Herzegovina,44.169,17.786,210
Brazil,2020-08-11,Brasil,-10.772,-53.089,52160
Bulgaria,2020-08-11,Bulgaria,42.761,25.231,210
Burkina Faso,2020-08-11,Burkina Faso,12.278,-1.74,7
Bhutan,2020-08-11,Bután,27.415,90.429,3
Cambodia,2020-08-11,Camboya,12.714,104.564,17
Cameroon,2020-08-11,Camerún,5.133,12.277,171
Canada,2020-08-11,Canadá,59.081,-109.433,336
Chad,2020-08-11,Chad,15.361,18.665,1
Chile,2020-08-11,Chile,-23.389,-69.433,1572
China,2020-08-11,China,33.42,106.514,52
Cyprus,2020-08-11,Chipre,35.043,33.219,25
Colombia,2020-08-11,Colombia,3.9,-73.076,12830
Congo (Brazzaville),2020-08-11,Congo (Brazzaville),-0.055,15.986,81
Congo (Kinshasa),2020-08-11,Congo (Kinshasa),-2.876,23.654,10
"Korea, South",2020-08-11,Corea del Sur,36.504,128.103,54
Costa Rica,2020-08-11,Costa Rica,9.971,-83.946,636
Croatia,2020-08-11,Croacia,45.723,16.693,91
Cuba,2020-08-11,Cuba,21.297,-77.781,47
Denmark,2020-08-11,Dinamarca,56.058,9.264,156
Ecuador,2020-08-11,Ecuador,-1.385,-78.497,862
Egypt,2020-08-11,Egipto,26.494,29.872,168
El Salvador,2020-08-11,El Salvador,13.736,-88.866,397
United Arab Emirates,2020-08-11,Emiratos Árabes Unidos,23.549,54.163,262
Slovakia,2020-08-11,Eslovaquia,48.707,19.491,16
Slovenia,2020-08-11,Eslovenia,46.124,14.827,17
Spain,2020-08-11,España,40.227,-3.649,3632
US,2020-08-11,Estados Unidos,39.622,-98.606,46808
Estonia,2020-08-11,Estonia,58.674,25.793,9
Eswatini,2020-08-11,Esuatini,-26.632018,31.5038,101
Ethiopia,2020-08-11,Etiopía,8.626,39.616,584
Philippines,2020-08-11,Filipinas,11.118,122.466,2900
Finland,2020-08-11,Finlandia,64.504,26.272,22
France,2020-08-11,Francia,46.565,2.55,6
Gambia,2020-08-11,Gambia,13.453,-15.386,111
Georgia,2020-08-11,Georgia,42.176,43.518,14
Ghana,2020-08-11,Ghana,7.96,-1.207,192
Greece,2020-08-11,Grecia,39.666,21.766,193
Guatemala,2020-08-11,Guatemala,15.256,-90.398,979
Guinea,2020-08-11,Guinea,10.439,-10.942,88
Guinea-Bissau,2020-08-11,Guinea-Bisáu,12.125,-14.651,36
Guyana,2020-08-11,Guyana,4.792,-58.974,34
Haiti,2020-08-11,Haití,19.142,-72.278,15
Honduras,2020-08-11,Honduras,14.819,-86.863,531
Hungary,2020-08-11,Hungría,47.07,19.134,15
India,2020-08-11,India,21,78.5,60963
Indonesia,2020-08-11,Indonesia,-0.976,114.252,1693
Iraq,2020-08-11,Irak,33.048,43.772,3396
Iran,2020-08-11,Irán,32.565,54.301,2345
Ireland,2020-08-11,Irlanda,53.177,-8.152,33
Iceland,2020-08-11,Islandia,64.764,-18.48,6
Israel,2020-08-11,Israel,31.026,34.851,1871
Italy,2020-08-11,Italia,42.7,12.8,412
Jamaica,2020-08-11,Jamaica,18.151,-77.32,16
Japan,2020-08-11,Japón,36.491,139.068,685
Jordan,2020-08-11,Jordania,30.703,36.319,15
Kazakhstan,2020-08-11,Kazajistán,48.16,67.301,691
Kenya,2020-08-11,Kenia,0.53,37.858,497
Kyrgyzstan,2020-08-11,Kirguistán,41.465,74.555,370
Kuwait,2020-08-11,Kuwait,29.476,47.376,668
Latvia,2020-08-11,Letonia,56.858,25.641,3
Lebanon,2020-08-11,Líbano,33.92,35.888,309
Liberia,2020-08-11,Liberia,6.682,-9.657,10
Libya,2020-08-11,Libia,27.044,18.023,373
Lithuania,2020-08-11,Lituania,55.336,23.897,18
Luxembourg,2020-08-11,Luxemburgo,49.771,6.088,26
North Macedonia,2020-08-11,Macedonia del Norte,41.6,21.698,141
Madagascar,2020-08-11,Madagascar,-19.374,46.706,115
Malaysia,2020-08-11,Malasia,4.201,102.195,9
Malawi,2020-08-11,Malaui,-13.4,33.808,40
Maldives,2020-08-11,Maldivas,3.548,72.92,66
Mali,2020-08-11,Mali,17.35,-3.524,4
Malta,2020-08-11,Malta,35.89,14.442,29
Morocco,2020-08-11,Marruecos,32.706,-5.758,1132
Mauritania,2020-08-11,Mauritania,20.26,-10.332,43
Mexico,2020-08-11,México,23.951,-102.535,6686
Moldova,2020-08-11,Moldavia,47.193,28.599,382
Monaco,2020-08-11,Mónaco,43.75,7.412,5
Montenegro,2020-08-11,Montenegro,42.792,19.254,52
Mozambique,2020-08-11,Mozambique,-14.422,37.923,70
Namibia,2020-08-11,Namibia,-22.133,17.218,128
