ID_ACCIDENTE,ANIO,MES,HORA,DIASEMANA,PROVINCIA,COMUNIDAD_AUTONOMA,ISLA,MUNICIPIO,TOT_VICTIMAS,TOT_MUERTOS,TOT_HERIDOS_GRAVES,TOT_HERIDOS_LEVES,TOT_VEHICULOS_IMPLICADOS,ZONA,ZONA_AGRUPADA,CARRETERA,RED_CARRETERA,TIPO_VIA,TRAZADO_NO_INTERSEC,TIPO_INTERSEC,ACOND_CALZADA,PRIORIDAD,SUPERFICIE_CALZADA,LUMINOSIDAD,FACTORES_ATMOSFERICOS,VISIBILIDAD_RESTRINGIDA,OTRA_CIRCUNSTANCIA,ACERAS,TIPO_ACCIDENTE,DENSIDAD_CIRCULACION,MEDIDAS_ESPECIALES,COD_ANIMAL
2012460001040,2012,2,20:00,LUNES,Valencia/València,Comunitat Valenciana,,Xàtiva,5,0,0,5,2,CARRETERA,VÍAS INTERURBANAS,CV-645,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Colisión de vehículos en marcha (Alcance),FLUIDA,NINGUNA MEDIDA,Canino
2013460001515,2013,3,02:50,DOMINGO,Valencia/València,Comunitat Valenciana,,Xàtiva,3,0,0,3,2,CARRETERA,VÍAS INTERURBANAS,CV-41,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Colisión de vehículos en marcha (Alcance),FLUIDA,NINGUNA MEDIDA,Canino
2013460004970,2013,10,11:15,MIÉRCOLES,Valencia/València,Comunitat Valenciana,,Xàtiva,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,OTRO TIPO,ENLACE DE SALIDA,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,S,Otro tipo de accidente,FLUIDA,NINGUNA MEDIDA,Otro animal
2013460001599,2013,3,22:45,DOMINGO,Valencia/València,Comunitat Valenciana,,Xàtiva,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,CV-41,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,MOJADA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2008460002878,2008,4,23:00,SÁBADO,Valencia/València,Comunitat Valenciana,,Llíria,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-376,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,,OTROS,NADA ESPECIAL,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2008460000224,2008,1,13:00,DOMINGO,Valencia/València,Comunitat Valenciana,,Llíria,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-339,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2011460000595,2011,1,18:00,LUNES,Valencia/València,Comunitat Valenciana,,Llíria,3,0,1,2,3,CARRETERA,VÍAS INTERURBANAS,CV-35,TITULARIDAD AUTONÓMICA,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2012460006028,2012,11,13:00,SÁBADO,Valencia/València,Comunitat Valenciana,,Llíria,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-364,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2013460000179,2013,1,17:30,MARTES,Valencia/València,Comunitat Valenciana,,Llíria,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-376,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la derecha sin colisión (Con vuelco),FLUIDA,NINGUNA MEDIDA,Canino
2013460003697,2013,7,03:05,MIÉRCOLES,Valencia/València,Comunitat Valenciana,,Llíria,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-384,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2010460005779,2010,10,23:00,MARTES,Valencia/València,Comunitat Valenciana,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AP-7,TITULARIDAD ESTATAL,AUTOPISTA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2012460006239,2012,12,12:00,JUEVES,Valencia/València,Comunitat Valenciana,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-50,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animal conducido o en rebaño,FLUIDA,NINGUNA MEDIDA,Canino
2012460000078,2012,1,10:00,MARTES,Valencia/València,Comunitat Valenciana,,,3,0,0,3,2,CARRETERA,VÍAS INTERURBANAS,N-340,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Colisión de vehículos en marcha (Lateral),FLUIDA,NINGUNA MEDIDA,Canino
2011460000982,2011,2,22:00,LUNES,Valencia/València,Comunitat Valenciana,,Manises,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-220,TITULARIDAD ESTATAL,AUTOVÍA,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Ave
2010460005074,2010,9,11:00,SÁBADO,Valencia/València,Comunitat Valenciana,,Montserrat,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,CV-405,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,,EN T Ó Y,NADA ESPECIAL,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la izquierda con colisión (Choque con árbol o poste),FLUIDA,NINGUNA MEDIDA,Otro animal
2011460000867,2011,2,19:00,DOMINGO,Valencia/València,Comunitat Valenciana,,Montserrat,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,CV-415,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la derecha con colisión (Choque con árbol o poste),FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008460001590,2008,2,03:00,SÁBADO,Valencia/València,Comunitat Valenciana,,,1,0,0,1,2,CARRETERA,VÍAS INTERURBANAS,N-340,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Otro tipo de accidente,FLUIDA,NINGUNA MEDIDA,Canino
2013460004809,2013,9,22:15,VIERNES,Valencia/València,Comunitat Valenciana,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-60,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2012460004426,2012,9,16:00,SÁBADO,Valencia/València,Comunitat Valenciana,,,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,CARRETERA,OTRAS TITULARIDADES,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la derecha sin colisión (Otra),FLUIDA,NINGUNA MEDIDA,Canino
2010460005996,2010,11,22:00,JUEVES,Valencia/València,Comunitat Valenciana,,Museros,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-32,TITULARIDAD AUTONÓMICA,AUTOVÍA,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2008460003780,2008,6,01:00,DOMINGO,Valencia/València,Comunitat Valenciana,,Oliva,2,0,0,2,1,CARRETERA,VÍAS INTERURBANAS,N-332,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Zorro
2010460006523,2010,12,20:00,JUEVES,Valencia/València,Comunitat Valenciana,,Oliva,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-715,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2011460005499,2011,11,20:00,MIÉRCOLES,Valencia/València,Comunitat Valenciana,,Oliva,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-332,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2012460002585,2012,5,10:00,DOMINGO,Valencia/València,Comunitat Valenciana,,Oliva,2,0,1,1,2,CARRETERA,VÍAS INTERURBANAS,,TITULARIDAD MUNICIPAL,CAMINO VECINAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2012460006420,2012,12,20:00,SÁBADO,Valencia/València,Comunitat Valenciana,,Oliva,1,0,0,1,2,CARRETERA,VÍAS INTERURBANAS,AP-7,TITULARIDAD ESTATAL,AUTOPISTA,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la izquierda con colisión (Otro tipo de choque),FLUIDA,NINGUNA MEDIDA,Animal no identificado
2013460002475,2013,5,22:00,MIÉRCOLES,Valencia/València,Comunitat Valenciana,,Oliva,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AP-7,TITULARIDAD ESTATAL,AUTOPISTA,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013460006342,2013,12,18:15,JUEVES,Valencia/València,Comunitat Valenciana,,Oliva,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-715,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,NOCHE: SIN ILUMINACIÓN,LLOVIZNANDO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013460001686,2013,4,21:15,LUNES,Valencia/València,Comunitat Valenciana,,Oliva,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-332,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2013460000042,2013,1,22:40,JUEVES,Valencia/València,Comunitat Valenciana,,Oliva,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-715,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013460006138,2013,12,22:15,JUEVES,Valencia/València,Comunitat Valenciana,,Oliva,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-332,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2011460003822,2011,8,06:00,SÁBADO,Valencia/València,Comunitat Valenciana,,"Olleria, l'",1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-40,TITULARIDAD AUTONÓMICA,AUTOVÍA,,ENLACE DE ENTRADA,NADA ESPECIAL,OTRA SEÑAL,SECA Y LIMPIA,CREPÚSCULO,BUEN TIEMPO,SIN RESTRICCIÓN,OTRA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2013460000821,2013,2,18:10,LUNES,Valencia/València,Comunitat Valenciana,,"Olleria, l'",1,0,0,1,2,CARRETERA,VÍAS INTERURBANAS,CV-60,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Colisión de vehículos en marcha (Alcance),FLUIDA,NINGUNA MEDIDA,Canino
2008460006174,2008,5,09:00,VIERNES,Valencia/València,Comunitat Valenciana,,Ontinyent,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,OTRO TIPO,,EN T Ó Y,PASO PARA PEATONES O ISLETAS EN CENTRO DE VÍA PRINCIPAL,SEMÁFORO,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,S,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Animal no identificado
2008460003847,2008,2,17:00,VIERNES,Valencia/València,Comunitat Valenciana,,Paterna,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,OTRO TIPO,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2013460001687,2013,4,22:45,VIERNES,Valencia/València,Comunitat Valenciana,,Paterna,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-365,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,MOJADA,NOCHE: ILUMINACIÓN INSUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013460001320,2013,3,21:45,JUEVES,Valencia/València,Comunitat Valenciana,,Paterna,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-31,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,"SEÑAL DE ""CEDA EL PASO""",MOJADA,NOCHE: ILUMINACIÓN SUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la derecha con colisión (Otro tipo de choque),FLUIDA,NINGUNA MEDIDA,Animal no identificado
2012460005570,2012,11,13:00,DOMINGO,Valencia/València,Comunitat Valenciana,,,1,0,1,0,1,CARRETERA,VÍAS INTERURBANAS,CV-380,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2013460005691,2013,11,20:45,LUNES,Valencia/València,Comunitat Valenciana,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-370,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la izquierda con colisión (Otro tipo de choque),FLUIDA,NINGUNA MEDIDA,Jabalí
2012460006140,2012,12,11:00,DOMINGO,Valencia/València,Comunitat Valenciana,,Picanya,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-36,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,,ENLACE DE SALIDA,NADA ESPECIAL,SOLO MARCAS VIALES,SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Felino
2009460005526,2009,9,23:00,MARTES,Valencia/València,Comunitat Valenciana,,Picassent,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,AP-7,TITULARIDAD ESTATAL,AUTOPISTA,EN T Ó Y,,SIN DATO,SOLO MARCAS VIALES,MOJADA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2013460004139,2013,8,05:30,MARTES,Valencia/València,Comunitat Valenciana,,Picassent,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-415,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Equino
2013460000479,2013,1,05:15,MIÉRCOLES,Valencia/València,Comunitat Valenciana,,"Pobla de Farnals, la",1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,DEL MAR,TITULARIDAD MUNICIPAL,CAMINO VECINAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: ILUMINACIÓN SUFICIENTE,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Vuelco en la calzada,FLUIDA,NINGUNA MEDIDA,Conejo
2009460002322,2009,3,10:00,MARTES,Valencia/València,Comunitat Valenciana,,"Pobla de Vallbona, la",1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-35,TITULARIDAD AUTONÓMICA,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,PLENO DÍA,LLOVIZNANDO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2009460003807,2009,6,17:00,DOMINGO,Valencia/València,Comunitat Valenciana,,"Puig de Santa Maria, el",1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-306,TITULARIDAD AUTONÓMICA,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la derecha con colisión (Choque con cuneta o bordillo),FLUIDA,NINGUNA MEDIDA,Otro animal
2009460005090,2009,9,10:00,LUNES,Valencia/València,Comunitat Valenciana,,"Puig de Santa Maria, el",1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,V-21,TITULARIDAD ESTATAL,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),MOJADA,PLENO DÍA,LLOVIZNANDO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2009460006341,2009,11,21:00,LUNES,Valencia/València,Comunitat Valenciana,,Puçol,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-309,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2009460005231,2009,8,10:00,MARTES,Valencia/València,Comunitat Valenciana,,Puçol,1,0,0,1,1,ZONA URBANA,VÍAS URBANAS,,TITULARIDAD MUNICIPAL,OTRO TIPO,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,S,Vuelco en la calzada,FLUIDA,NINGUNA MEDIDA,Ave
2011460003991,2011,8,08:00,SÁBADO,Valencia/València,Comunitat Valenciana,,Puçol,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,A-7,TITULARIDAD ESTATAL,AUTOVÍA,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la izquierda con colisión (Choque con muro o edifício),FLUIDA,NINGUNA MEDIDA,Animal no identificado
2013460002755,2013,5,00:05,JUEVES,Valencia/València,Comunitat Valenciana,,Puçol,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,CV-309,"TITULARIDAD PROVINCIAL (DIPUTACIÓN, CABILDO O CONSELL)",VÍA CONVENCIONAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2012460004002,2012,8,09:00,MARTES,Valencia/València,Comunitat Valenciana,,,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,,TITULARIDAD MUNICIPAL,CAMINO VECINAL,EN X Ó +,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la derecha con colisión (Choque con muro o edifício),FLUIDA,NINGUNA MEDIDA,Otro animal
2008460000274,2008,1,22:00,DOMINGO,Valencia/València,Comunitat Valenciana,,Requena,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-330,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Jabalí
2009460006318,2009,11,00:00,DOMINGO,Valencia/València,Comunitat Valenciana,,Requena,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-III,TITULARIDAD MUNICIPAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
2010460003521,2010,7,05:00,JUEVES,Valencia/València,Comunitat Valenciana,,Requena,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-330,TITULARIDAD ESTATAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,NOCHE: SIN ILUMINACIÓN,BUEN TIEMPO,SIN RESTRICCIÓN,NINGUNA,N,Salida de la vía por la derecha con colisión (Choque con cuneta o bordillo),FLUIDA,NINGUNA MEDIDA,Canino
2010460003695,2010,7,09:00,JUEVES,Valencia/València,Comunitat Valenciana,,Requena,1,0,0,1,1,CARRETERA,VÍAS INTERURBANAS,N-III,TITULARIDAD MUNICIPAL,VÍA CONVENCIONAL,EN T Ó Y,,SIN DATO,NINGUNA (SOLO NORMA),SECA Y LIMPIA,PLENO DÍA,BUEN TIEMPO,VEGETACIÓN,NINGUNA,N,Atropello a animales sueltos,FLUIDA,NINGUNA MEDIDA,Canino
