fecha	pais	continente	indicador	valor
2020-06-06	Congo (Brazzaville)	África	ia_7dias	0.94
2020-06-06	Costa Rica	América	casos_media_movil_7dias	29.4
2020-06-06	Costa Rica	América	ia_7dias	4.04
2020-06-06	Costa de Marfil	África	casos_media_movil_7dias	97.3
2020-06-06	Costa de Marfil	África	ia_7dias	2.58
2020-06-06	Croacia	Europa	casos_media_movil_7dias	0.3
2020-06-06	Croacia	Europa	ia_7dias	0.05
2020-06-06	Cuba	América	casos_media_movil_7dias	18.3
2020-06-06	Cuba	América	ia_7dias	1.13
2020-06-06	República Checa	Europa	casos_media_movil_7dias	47.6
2020-06-06	República Checa	Europa	ia_7dias	3.11
2020-06-06	Congo (Kinshasa)	África	casos_media_movil_7dias	133
2020-06-06	Congo (Kinshasa)	África	ia_7dias	1.04
2020-06-06	Dinamarca	Europa	casos_media_movil_7dias	40.3
2020-06-06	Dinamarca	Europa	ia_7dias	4.87
2020-06-06	República Dominicana	América	casos_media_movil_7dias	311
2020-06-06	República Dominicana	América	ia_7dias	20.07
2020-06-06	Ecuador	América	casos_media_movil_7dias	429.1
2020-06-06	Ecuador	América	ia_7dias	17.03
2020-06-06	Egipto	África	casos_media_movil_7dias	1290.4
2020-06-06	Egipto	África	ia_7dias	8.83
2020-06-06	El Salvador	América	casos_media_movil_7dias	81.6
2020-06-06	El Salvador	América	ia_7dias	8.8
2020-06-06	Guinea Ecuatorial	África	casos_media_movil_7dias	37.6
2020-06-06	Guinea Ecuatorial	África	ia_7dias	18.75
2020-06-06	Eritrea	África	casos_media_movil_7dias	0.3
2020-06-06	Eritrea	África	ia_7dias	0.06
2020-06-06	Estonia	Europa	casos_media_movil_7dias	7.3
2020-06-06	Estonia	Europa	ia_7dias	3.84
2020-06-06	Etiopía	África	casos_media_movil_7dias	119.6
2020-06-06	Etiopía	África	ia_7dias	0.73
2020-06-06	Finlandia	Europa	casos_media_movil_7dias	23.6
2020-06-06	Finlandia	Europa	ia_7dias	2.98
2020-06-06	Francia	Europa	casos_media_movil_7dias	483.9
2020-06-06	Francia	Europa	ia_7dias	5.19
2020-06-06	Gabón	África	casos_media_movil_7dias	69.7
2020-06-06	Gabón	África	ia_7dias	21.93
2020-06-06	Gambia	África	casos_media_movil_7dias	0.1
2020-06-06	Gambia	África	ia_7dias	0.04
2020-06-06	Georgia	Asia	casos_media_movil_7dias	8.4
2020-06-06	Georgia	Asia	ia_7dias	1.48
2020-06-06	Alemania	Europa	casos_media_movil_7dias	354.6
2020-06-06	Alemania	Europa	ia_7dias	2.96
2020-06-06	Ghana	África	casos_media_movil_7dias	221.7
2020-06-06	Ghana	África	ia_7dias	4.99
2020-06-06	Grecia	Europa	casos_media_movil_7dias	4
2020-06-06	Grecia	Europa	ia_7dias	0.27
2020-06-06	Guatemala	América	casos_media_movil_7dias	268.3
2020-06-06	Guatemala	América	ia_7dias	10.48
2020-06-06	Guinea	África	casos_media_movil_7dias	57.7
2020-06-06	Guinea	África	ia_7dias	3.08
2020-06-06	Guinea-Bisáu	África	casos_media_movil_7dias	16
2020-06-06	Guinea-Bisáu	África	ia_7dias	5.69
2020-06-06	Haití	América	casos_media_movil_7dias	191.4
2020-06-06	Haití	América	ia_7dias	11.75
2020-06-06	Honduras	América	casos_media_movil_7dias	155
2020-06-06	Honduras	América	ia_7dias	10.95
2020-06-06	Hungría	Europa	casos_media_movil_7dias	18.4
2020-06-06	Hungría	Europa	ia_7dias	1.34
2020-06-06	India	Asia	casos_media_movil_7dias	8984.9
2020-06-06	India	Asia	ia_7dias	4.56
2020-06-06	Indonesia	Asia	casos_media_movil_7dias	615
2020-06-06	Indonesia	Asia	ia_7dias	1.57
2020-06-06	Irán	Asia	casos_media_movil_7dias	2926.9
2020-06-06	Irán	Asia	ia_7dias	24.39
2020-06-06	Irak	Asia	casos_media_movil_7dias	567.6
2020-06-06	Irak	Asia	ia_7dias	9.88
2020-06-06	Irlanda	Europa	casos_media_movil_7dias	41
2020-06-06	Irlanda	Europa	ia_7dias	5.81
2020-06-06	Israel	Asia	casos_media_movil_7dias	102.7
2020-06-06	Israel	Asia	ia_7dias	8.31
2020-06-06	Italia	Europa	casos_media_movil_7dias	326.1
2020-06-06	Italia	Europa	ia_7dias	3.78
2020-06-06	Jamaica	América	casos_media_movil_7dias	2.9
2020-06-06	Jamaica	América	ia_7dias	0.68
2020-06-06	Japón	Asia	casos_media_movil_7dias	42.7
2020-06-06	Japón	Asia	ia_7dias	0.24
2020-06-06	Jordania	Asia	casos_media_movil_7dias	7.7
2020-06-06	Jordania	Asia	ia_7dias	0.53
2020-06-06	Kazajistán	Asia	casos_media_movil_7dias	304.1
2020-06-06	Kazajistán	Asia	ia_7dias	11.34
2020-06-06	Kenia	África	casos_media_movil_7dias	104.1
2020-06-06	Kenia	África	ia_7dias	1.36
2020-06-06	Kosovo	Europa	casos_media_movil_7dias	13.4
2020-06-06	Kosovo	Europa	ia_7dias	4.86
2020-06-06	Kuwait	Asia	casos_media_movil_7dias	780
2020-06-06	Kuwait	Asia	ia_7dias	127.85
2020-06-06	Kirguistán	Asia	casos_media_movil_7dias	36
2020-06-06	Kirguistán	Asia	ia_7dias	3.86
2020-06-06	Laos	Asia	casos_media_movil_7dias	0
2020-06-06	Laos	Asia	ia_7dias	0
2020-06-06	Letonia	Europa	casos_media_movil_7dias	2.6
2020-06-06	Letonia	Europa	ia_7dias	0.95
2020-06-06	Líbano	Asia	casos_media_movil_7dias	20
2020-06-06	Líbano	Asia	ia_7dias	2.05
2020-06-06	Liberia	África	casos_media_movil_7dias	8.7
2020-06-06	Liberia	África	ia_7dias	1.21
2020-06-06	Libia	África	casos_media_movil_7dias	17.3
2020-06-06	Libia	África	ia_7dias	1.76
2020-06-06	Lituania	Europa	casos_media_movil_7dias	4.6
2020-06-06	Lituania	Europa	ia_7dias	1.18
2020-06-06	Macedonia del Norte	Europa	casos_media_movil_7dias	94.6
2020-06-06	Macedonia del Norte	Europa	ia_7dias	31.78
2020-06-06	Madagascar	África	casos_media_movil_7dias	39.6
2020-06-06	Madagascar	África	ia_7dias	1
2020-06-06	Malaui	África	casos_media_movil_7dias	19.4
2020-06-06	Malaui	África	ia_7dias	0.71
2020-06-06	Malasia	Asia	casos_media_movil_7dias	76.3
2020-06-06	Malasia	Asia	ia_7dias	1.65
2020-06-06	Mali	África	casos_media_movil_7dias	37
2020-06-06	Mali	África	ia_7dias	1.28
2020-06-06	Mauritania	África	casos_media_movil_7dias	65.7
2020-06-06	Mauritania	África	ia_7dias	9.89
2020-06-06	Mauricio	África	casos_media_movil_7dias	0.3
2020-06-06	Mauricio	África	ia_7dias	0.16
2020-06-06	México	América	casos_media_movil_7dias	3628.4
2020-06-06	México	América	ia_7dias	19.7
2020-06-06	Moldavia	Europa	casos_media_movil_7dias	193
2020-06-06	Moldavia	Europa	ia_7dias	33.49
2020-06-06	Mongolia	Asia	casos_media_movil_7dias	1.7
2020-06-06	Mongolia	Asia	ia_7dias	0.37
2020-06-06	Marruecos	África	casos_media_movil_7dias	51
2020-06-06	Marruecos	África	ia_7dias	0.97
2020-06-06	Mozambique	África	casos_media_movil_7dias	17.1
2020-06-06	Mozambique	África	ia_7dias	0.38
2020-06-06	Myanmar	Asia	casos_media_movil_7dias	1.7
2020-06-06	Myanmar	Asia	ia_7dias	0.02
2020-06-06	Namibia	África	casos_media_movil_7dias	0.3
2020-06-06	Namibia	África	ia_7dias	0.08
2020-06-06	Nepal	Asia	casos_media_movil_7dias	242.9
2020-06-06	Nepal	Asia	ia_7dias	5.83
2020-06-06	Países Bajos	Europa	casos_media_movil_7dias	146.6
2020-06-06	Países Bajos	Europa	ia_7dias	5.99
2020-06-06	Nueva Zelanda	Oceanía	casos_media_movil_7dias	0
2020-06-06	Nueva Zelanda	Oceanía	ia_7dias	0
2020-06-06	Nicaragua	América	casos_media_movil_7dias	51.3
2020-06-06	Nicaragua	América	ia_7dias	5.42
2020-06-06	Níger	África	casos_media_movil_7dias	1.6
2020-06-06	Níger	África	ia_7dias	0.05
2020-06-06	Nigeria	África	casos_media_movil_7dias	363.1
2020-06-06	Nigeria	África	ia_7dias	1.23
2020-06-06	Noruega	Europa	casos_media_movil_7dias	13.3
2020-06-06	Noruega	Europa	ia_7dias	1.72
2020-06-06	Omán	Asia	casos_media_movil_7dias	752.3
2020-06-06	Omán	Asia	ia_7dias	103.12
2020-06-06	Pakistán	Asia	casos_media_movil_7dias	3932.3
2020-06-06	Pakistán	Asia	ia_7dias	12.46
2020-06-06	Territorios Palestinos	Asia	casos_media_movil_7dias	2.6
2020-06-06	Territorios Palestinos	Asia	ia_7dias	0.35
2020-06-06	Panamá	América	casos_media_movil_7dias	418.9
2020-06-06	Panamá	América	ia_7dias	67.95
2020-06-06	Paraguay	América	casos_media_movil_7dias	24.3
2020-06-06	Paraguay	América	ia_7dias	2.38
2020-06-06	Perú	América	casos_media_movil_7dias	5587.9
2020-06-06	Perú	América	ia_7dias	118.63
2020-06-06	Filipinas	Asia	casos_media_movil_7dias	570.3
2020-06-06	Filipinas	Asia	ia_7dias	3.64
2020-06-06	Polonia	Europa	casos_media_movil_7dias	323.4
2020-06-06	Polonia	Europa	ia_7dias	5.98
2020-06-06	Portugal	Europa	casos_media_movil_7dias	289
2020-06-06	Portugal	Europa	ia_7dias	19.84
2020-06-06	Puerto Rico	América	casos_media_movil_7dias	139
2020-06-06	Puerto Rico	América	ia_7dias	34.01
2020-06-06	Qatar	Asia	casos_media_movil_7dias	1798.3
2020-06-06	Qatar	Asia	ia_7dias	436.92
2020-06-06	Rumanía	Europa	casos_media_movil_7dias	160.1
2020-06-06	Rumanía	Europa	ia_7dias	5.83
2020-06-06	Rusia	Europa	casos_media_movil_7dias	8887.3
2020-06-06	Rusia	Europa	ia_7dias	42.63
2020-06-06	Ruanda	África	casos_media_movil_7dias	9.3
2020-06-06	Ruanda	África	ia_7dias	0.5
2020-06-06	Arabia Saudí	Asia	casos_media_movil_7dias	1997.4
2020-06-06	Arabia Saudí	Asia	ia_7dias	40.16
2020-06-06	Senegal	África	casos_media_movil_7dias	103.7
2020-06-06	Senegal	África	ia_7dias	4.34
2020-06-06	Serbia	Europa	casos_media_movil_7dias	44.7
2020-06-06	Serbia	Europa	ia_7dias	4.6
2020-06-06	Sierra Leona	África	casos_media_movil_7dias	14.3
2020-06-06	Sierra Leona	África	ia_7dias	1.25
2020-06-06	Singapur	Asia	casos_media_movil_7dias	474.7
2020-06-06	Singapur	Asia	ia_7dias	56.8
2020-06-06	Eslovaquia	Europa	casos_media_movil_7dias	0.9
2020-06-06	Eslovaquia	Europa	ia_7dias	0.11
2020-06-06	Eslovenia	Europa	casos_media_movil_7dias	1.6
2020-06-06	Eslovenia	Europa	ia_7dias	0.53
2020-06-06	Somalia	África	casos_media_movil_7dias	53.7
2020-06-06	Somalia	África	ia_7dias	2.37
2020-06-06	Sudáfrica	África	casos_media_movil_7dias	2027.7
2020-06-06	Sudáfrica	África	ia_7dias	23.93
2020-06-06	Corea del Sur	Asia	casos_media_movil_7dias	39.7
2020-06-06	Corea del Sur	Asia	ia_7dias	0.54
2020-06-06	Sudán del Sur	África	casos_media_movil_7dias	46.1
2020-06-06	Sudán del Sur	África	ia_7dias	2.89
2020-06-06	España	Europa	casos_media_movil_7dias	297.4
2020-06-06	España	Europa	ia_7dias	4.45
2020-06-06	Sri Lanka	Asia	casos_media_movil_7dias	34.7
2020-06-06	Sri Lanka	Asia	ia_7dias	1.13
2020-06-06	Sudán	África	casos_media_movil_7dias	170.4
2020-06-06	Sudán	África	ia_7dias	2.72
2020-06-06	Suazilandia	África	casos_media_movil_7dias	3.7
2020-06-06	Suazilandia	África	ia_7dias	2.24
2020-06-06	Suecia	Europa	casos_media_movil_7dias	923.3
2020-06-06	Suecia	Europa	ia_7dias	63.99
2020-06-06	Suiza	Europa	casos_media_movil_7dias	15.4
2020-06-06	Suiza	Europa	ia_7dias	1.25
2020-06-06	Siria	Asia	casos_media_movil_7dias	0.3
2020-06-06	Siria	Asia	ia_7dias	0.01
2020-06-06	Taiwán	Asia	casos_media_movil_7dias	0.1
2020-06-06	Taiwán	Asia	ia_7dias	0
2020-06-06	Tayikistán	Asia	casos_media_movil_7dias	115.3
2020-06-06	Tayikistán	Asia	ia_7dias	8.46
2020-06-06	Tanzania	África	casos_media_movil_7dias	0
2020-06-06	Tanzania	África	ia_7dias	0
2020-06-06	Tailandia	Asia	casos_media_movil_7dias	4
2020-06-06	Tailandia	Asia	ia_7dias	0.04
2020-06-06	Timor Oriental	Asia	casos_media_movil_7dias	0
2020-06-06	Timor Oriental	Asia	ia_7dias	0
2020-06-06	Togo	África	casos_media_movil_7dias	8.1
2020-06-06	Togo	África	ia_7dias	0.69
2020-06-06	Trinidad y Tobago	América	casos_media_movil_7dias	0.1
2020-06-06	Trinidad y Tobago	América	ia_7dias	0.07
2020-06-06	Túnez	África	casos_media_movil_7dias	2.3
2020-06-06	Túnez	África	ia_7dias	0.14
2020-06-06	Turquía	Asia	casos_media_movil_7dias	888.6
2020-06-06	Turquía	Asia	ia_7dias	7.37
2020-06-06	Uganda	África	casos_media_movil_7dias	32.6
2020-06-06	Uganda	África	ia_7dias	0.5
2020-06-06	Ucrania	Europa	casos_media_movil_7dias	472.9
2020-06-06	Ucrania	Europa	ia_7dias	7.57
2020-06-06	Emiratos Árabes Unidos	Asia	casos_media_movil_7dias	638.9
2020-06-06	Emiratos Árabes Unidos	Asia	ia_7dias	45.22
2020-06-06	Reino Unido	Europa	casos_media_movil_7dias	1727
2020-06-06	Reino Unido	Europa	ia_7dias	17.81
2020-06-06	Estados Unidos	América	casos_media_movil_7dias	21535.9
2020-06-06	Estados Unidos	América	ia_7dias	45.54
2020-06-06	Uruguay	América	casos_media_movil_7dias	2.6
2020-06-06	Uruguay	América	ia_7dias	0.52
2020-06-06	Uzbekistán	Asia	casos_media_movil_7dias	72.7
2020-06-06	Uzbekistán	Asia	ia_7dias	1.52
2020-06-06	Venezuela	América	casos_media_movil_7dias	110.9
2020-06-06	Venezuela	América	ia_7dias	2.73
2020-06-06	Vietnam	Asia	casos_media_movil_7dias	0.3
2020-06-06	Vietnam	Asia	ia_7dias	0
2020-06-06	Yemen	Asia	casos_media_movil_7dias	26
2020-06-06	Yemen	Asia	ia_7dias	0.61
2020-06-06	Zambia	África	casos_media_movil_7dias	7.7
2020-06-06	Zambia	África	ia_7dias	0.29
2020-06-06	Zimbabue	África	casos_media_movil_7dias	15
2020-06-06	Zimbabue	África	ia_7dias	0.71
2020-06-07	Afganistán	Asia	casos_media_movil_7dias	718
2020-06-07	Afganistán	Asia	ia_7dias	12.91
2020-06-07	Albania	Europa	casos_media_movil_7dias	15.7
2020-06-07	Albania	Europa	ia_7dias	3.82
2020-06-07	Argelia	África	casos_media_movil_7dias	111.9
2020-06-07	Argelia	África	ia_7dias	1.79
2020-06-07	Angola	África	casos_media_movil_7dias	0.3
2020-06-07	Angola	África	ia_7dias	0.01
2020-06-07	Argentina	América	casos_media_movil_7dias	829.4
2020-06-07	Argentina	América	ia_7dias	12.85
2020-06-07	Armenia	Asia	casos_media_movil_7dias	491
2020-06-07	Armenia	Asia	ia_7dias	115.99
2020-06-07	Australia	Oceanía	casos_media_movil_7dias	10
2020-06-07	Australia	Oceanía	ia_7dias	0.27
2020-06-07	Austria	Europa	casos_media_movil_7dias	26.3
2020-06-07	Austria	Europa	ia_7dias	2.04
2020-06-07	Azerbaiyán	Asia	casos_media_movil_7dias	284.7
2020-06-07	Azerbaiyán	Asia	ia_7dias	19.66
2020-06-07	Bahrein	Asia	casos_media_movil_7dias	512.9
2020-06-07	Bahrein	Asia	ia_7dias	210.98
2020-06-07	Bangladesh	Asia	casos_media_movil_7dias	2631.1
2020-06-07	Bangladesh	Asia	ia_7dias	11.18
2020-06-07	Bielorrusia	Europa	casos_media_movil_7dias	870.4
2020-06-07	Bielorrusia	Europa	ia_7dias	64.48
2020-06-07	Bélgica	Europa	casos_media_movil_7dias	119.7
2020-06-07	Bélgica	Europa	ia_7dias	7.23
2020-06-07	Benín	África	casos_media_movil_7dias	5.1
2020-06-07	Benín	África	ia_7dias	0.3
2020-06-07	Bolivia	América	casos_media_movil_7dias	538
2020-06-07	Bolivia	América	ia_7dias	32.26
2020-06-07	Bosnia-Herzegovina	Europa	casos_media_movil_7dias	20.4
2020-06-07	Bosnia-Herzegovina	Europa	ia_7dias	4.36
2020-06-07	Botsuana	África	casos_media_movil_7dias	0.7
2020-06-07	Botsuana	África	ia_7dias	0.21
2020-06-07	Brasil	América	casos_media_movil_7dias	24913.9
2020-06-07	Brasil	América	ia_7dias	82.05
2020-06-07	Bulgaria	Europa	casos_media_movil_7dias	28.3
2020-06-07	Bulgaria	Europa	ia_7dias	2.85
2020-06-07	Burkina Faso	África	casos_media_movil_7dias	5
2020-06-07	Burkina Faso	África	ia_7dias	0.17
2020-06-07	Burundi	África	casos_media_movil_7dias	5.9
2020-06-07	Burundi	África	ia_7dias	0.34
2020-06-07	Camboya	Asia	casos_media_movil_7dias	0
2020-06-07	Camboya	Asia	ia_7dias	0
2020-06-07	Camerún	África	casos_media_movil_7dias	242.1
2020-06-07	Camerún	África	ia_7dias	6.39
2020-06-07	Canadá	América	casos_media_movil_7dias	695.3
2020-06-07	Canadá	América	ia_7dias	12.9
2020-06-07	República Centroafricana	África	casos_media_movil_7dias	86.9
2020-06-07	República Centroafricana	África	ia_7dias	12.59
2020-06-07	Chad	África	casos_media_movil_7dias	11
2020-06-07	Chad	África	ia_7dias	0.47
2020-06-07	Chile	América	casos_media_movil_7dias	4698.1
2020-06-07	Chile	América	ia_7dias	172.04
2020-06-07	China	Asia	casos_media_movil_7dias	8.3
2020-06-07	China	Asia	ia_7dias	0
2020-06-07	Colombia	América	casos_media_movil_7dias	1398.7
2020-06-07	Colombia	América	ia_7dias	19.24
2020-06-07	Congo (Brazzaville)	África	casos_media_movil_7dias	13.7
2020-06-07	Congo (Brazzaville)	África	ia_7dias	1.74
2020-06-07	Congo (Brazzaville)	África	casos_media_movil_7dias	13.7
2020-06-07	Congo (Brazzaville)	África	ia_7dias	1.74
2020-06-07	Costa Rica	América	casos_media_movil_7dias	30.9
2020-06-07	Costa Rica	América	ia_7dias	4.24
2020-06-07	Costa de Marfil	África	casos_media_movil_7dias	108.3
2020-06-07	Costa de Marfil	África	ia_7dias	2.87
2020-06-07	Croacia	Europa	casos_media_movil_7dias	0.1
2020-06-07	Croacia	Europa	ia_7dias	0.02
2020-06-07	Cuba	América	casos_media_movil_7dias	21.1
2020-06-07	Cuba	América	ia_7dias	1.31
2020-06-07	República Checa	Europa	casos_media_movil_7dias	48.1
2020-06-07	República Checa	Europa	ia_7dias	3.15
2020-06-07	Congo (Kinshasa)	África	casos_media_movil_7dias	130.3
2020-06-07	Congo (Kinshasa)	África	ia_7dias	1.02
2020-06-07	Dinamarca	Europa	casos_media_movil_7dias	41.6
2020-06-07	Dinamarca	Europa	ia_7dias	5.02
2020-06-07	República Dominicana	América	casos_media_movil_7dias	326.7
2020-06-07	República Dominicana	América	ia_7dias	21.08
2020-06-07	Ecuador	América	casos_media_movil_7dias	593.9
2020-06-07	Ecuador	América	ia_7dias	23.56
2020-06-07	Egipto	África	casos_media_movil_7dias	1309
2020-06-07	Egipto	África	ia_7dias	8.95
2020-06-07	El Salvador	América	casos_media_movil_7dias	59.6
2020-06-07	El Salvador	América	ia_7dias	6.43
2020-06-07	Guinea Ecuatorial	África	casos_media_movil_7dias	0
2020-06-07	Guinea Ecuatorial	África	ia_7dias	0
2020-06-07	Eritrea	África	casos_media_movil_7dias	0.3
2020-06-07	Eritrea	África	ia_7dias	0.06
2020-06-07	Estonia	Europa	casos_media_movil_7dias	9.4
2020-06-07	Estonia	Europa	ia_7dias	4.98
2020-06-07	Etiopía	África	casos_media_movil_7dias	124.4
2020-06-07	Etiopía	África	ia_7dias	0.76
2020-06-07	Finlandia	Europa	casos_media_movil_7dias	19.7
2020-06-07	Finlandia	Europa	ia_7dias	2.49
2020-06-07	Francia	Europa	casos_media_movil_7dias	305.4
2020-06-07	Francia	Europa	ia_7dias	3.28
2020-06-07	Gabón	África	casos_media_movil_7dias	63.7
2020-06-07	Gabón	África	ia_7dias	20.04
2020-06-07	Gambia	África	casos_media_movil_7dias	0.1
2020-06-07	Gambia	África	ia_7dias	0.04
2020-06-07	Georgia	Asia	casos_media_movil_7dias	7.3
2020-06-07	Georgia	Asia	ia_7dias	1.28
2020-06-07	Alemania	Europa	casos_media_movil_7dias	356.7
2020-06-07	Alemania	Europa	ia_7dias	2.98
2020-06-07	Ghana	África	casos_media_movil_7dias	242
2020-06-07	Ghana	África	ia_7dias	5.45
2020-06-07	Grecia	Europa	casos_media_movil_7dias	5.3
2020-06-07	Grecia	Europa	ia_7dias	0.35
2020-06-07	Guatemala	América	casos_media_movil_7dias	293.3
2020-06-07	Guatemala	América	ia_7dias	11.46
2020-06-07	Guinea	África	casos_media_movil_7dias	58.7
2020-06-07	Guinea	África	ia_7dias	3.13
2020-06-07	Guinea-Bisáu	África	casos_media_movil_7dias	16
2020-06-07	Guinea-Bisáu	África	ia_7dias	5.69
2020-06-07	Haití	América	casos_media_movil_7dias	172.4
2020-06-07	Haití	América	ia_7dias	10.59
2020-06-07	Honduras	América	casos_media_movil_7dias	151.6
2020-06-07	Honduras	América	ia_7dias	10.71
2020-06-07	Hungría	Europa	casos_media_movil_7dias	14.7
2020-06-07	Hungría	Europa	ia_7dias	1.07
2020-06-07	India	Asia	casos_media_movil_7dias	9212.1
2020-06-07	India	Asia	ia_7dias	4.67
2020-06-07	Indonesia	Asia	casos_media_movil_7dias	677.3
2020-06-07	Indonesia	Asia	ia_7dias	1.73
2020-06-07	Irán	Asia	casos_media_movil_7dias	2925
2020-06-07	Irán	Asia	ia_7dias	24.38
2020-06-07	Irak	Asia	casos_media_movil_7dias	702.7
2020-06-07	Irak	Asia	ia_7dias	12.23
2020-06-07	Irlanda	Europa	casos_media_movil_7dias	36.3
2020-06-07	Irlanda	Europa	ia_7dias	5.14
2020-06-07	Israel	Asia	casos_media_movil_7dias	110.1
2020-06-07	Israel	Asia	ia_7dias	8.91
2020-06-07	Italia	Europa	casos_media_movil_7dias	305.3
2020-06-07	Italia	Europa	ia_7dias	3.53
2020-06-07	Jamaica	América	casos_media_movil_7dias	2.1
2020-06-07	Jamaica	América	ia_7dias	0.51
2020-06-07	Japón	Asia	casos_media_movil_7dias	41.4
2020-06-07	Japón	Asia	ia_7dias	0.23
2020-06-07	Jordania	Asia	casos_media_movil_7dias	8.7
2020-06-07	Jordania	Asia	ia_7dias	0.6
2020-06-07	Kazajistán	Asia	casos_media_movil_7dias	262.3
2020-06-07	Kazajistán	Asia	ia_7dias	9.78
2020-06-07	Kenia	África	casos_media_movil_7dias	101.7
2020-06-07	Kenia	África	ia_7dias	1.32
2020-06-07	Kosovo	Europa	casos_media_movil_7dias	17.7
2020-06-07	Kosovo	Europa	ia_7dias	6.42
2020-06-07	Kuwait	Asia	casos_media_movil_7dias	705.6
2020-06-07	Kuwait	Asia	ia_7dias	115.65
2020-06-07	Kirguistán	Asia	casos_media_movil_7dias	37
2020-06-07	Kirguistán	Asia	ia_7dias	3.97
2020-06-07	Laos	Asia	casos_media_movil_7dias	0
2020-06-07	Laos	Asia	ia_7dias	0
2020-06-07	Letonia	Europa	casos_media_movil_7dias	3
2020-06-07	Letonia	Europa	ia_7dias	1.11
2020-06-07	Líbano	Asia	casos_media_movil_7dias	18.4
2020-06-07	Líbano	Asia	ia_7dias	1.89
2020-06-07	Liberia	África	casos_media_movil_7dias	9.3
2020-06-07	Liberia	África	ia_7dias	1.29
2020-06-07	Libia	África	casos_media_movil_7dias	18
2020-06-07	Libia	África	ia_7dias	1.83
2020-06-07	Lituania	Europa	casos_media_movil_7dias	5
2020-06-07	Lituania	Europa	ia_7dias	1.29
2020-06-07	Macedonia del Norte	Europa	casos_media_movil_7dias	107.6
2020-06-07	Macedonia del Norte	Europa	ia_7dias	36.14
2020-06-07	Madagascar	África	casos_media_movil_7dias	38.3
2020-06-07	Madagascar	África	ia_7dias	0.97
2020-06-07	Malaui	África	casos_media_movil_7dias	18.6
2020-06-07	Malaui	África	ia_7dias	0.68
2020-06-07	Malasia	Asia	casos_media_movil_7dias	77.3
2020-06-07	Malasia	Asia	ia_7dias	1.67
2020-06-07	Mali	África	casos_media_movil_7dias	39
2020-06-07	Mali	África	ia_7dias	1.35
2020-06-07	Mauritania	África	casos_media_movil_7dias	66.3
2020-06-07	Mauritania	África	ia_7dias	9.98
2020-06-07	Mauricio	África	casos_media_movil_7dias	0.3
2020-06-07	Mauricio	África	ia_7dias	0.16
2020-06-07	México	América	casos_media_movil_7dias	3729.6
2020-06-07	México	América	ia_7dias	20.25
2020-06-07	Moldavia	Europa	casos_media_movil_7dias	201.9
2020-06-07	Moldavia	Europa	ia_7dias	35.03
2020-06-07	Mongolia	Asia	casos_media_movil_7dias	2
2020-06-07	Mongolia	Asia	ia_7dias	0.43
2020-06-07	Marruecos	África	casos_media_movil_7dias	50.3
2020-06-07	Marruecos	África	ia_7dias	0.95
2020-06-07	Mozambique	África	casos_media_movil_7dias	23.9
2020-06-07	Mozambique	África	ia_7dias	0.53
2020-06-07	Myanmar	Asia	casos_media_movil_7dias	2.3
2020-06-07	Myanmar	Asia	ia_7dias	0.03
2020-06-07	Namibia	África	casos_media_movil_7dias	0.9
2020-06-07	Namibia	África	ia_7dias	0.24
2020-06-07	Nepal	Asia	casos_media_movil_7dias	215.9
2020-06-07	Nepal	Asia	ia_7dias	5.19
2020-06-07	Países Bajos	Europa	casos_media_movil_7dias	154
2020-06-07	Países Bajos	Europa	ia_7dias	6.29
2020-06-07	Nueva Zelanda	Oceanía	casos_media_movil_7dias	0
2020-06-07	Nueva Zelanda	Oceanía	ia_7dias	0
2020-06-07	Nicaragua	América	casos_media_movil_7dias	78.6
2020-06-07	Nicaragua	América	ia_7dias	8.3
2020-06-07	Níger	África	casos_media_movil_7dias	2
2020-06-07	Níger	África	ia_7dias	0.06
2020-06-07	Nigeria	África	casos_media_movil_7dias	339.7
2020-06-07	Nigeria	África	ia_7dias	1.15
2020-06-07	Noruega	Europa	casos_media_movil_7dias	13.3
2020-06-07	Noruega	Europa	ia_7dias	1.72
2020-06-07	Omán	Asia	casos_media_movil_7dias	799
2020-06-07	Omán	Asia	ia_7dias	109.52
2020-06-07	Pakistán	Asia	casos_media_movil_7dias	4206.7
2020-06-07	Pakistán	Asia	ia_7dias	13.33
2020-06-07	Territorios Palestinos	Asia	casos_media_movil_7dias	2.4
2020-06-07	Territorios Palestinos	Asia	ia_7dias	0.33
2020-06-07	Panamá	América	casos_media_movil_7dias	426.6
2020-06-07	Panamá	América	ia_7dias	69.2
2020-06-07	Paraguay	América	casos_media_movil_7dias	18
2020-06-07	Paraguay	América	ia_7dias	1.77
2020-06-07	Perú	América	casos_media_movil_7dias	5155.3
2020-06-07	Perú	América	ia_7dias	109.45
2020-06-07	Filipinas	Asia	casos_media_movil_7dias	588
2020-06-07	Filipinas	Asia	ia_7dias	3.76
2020-06-07	Polonia	Europa	casos_media_movil_7dias	345
2020-06-07	Polonia	Europa	ia_7dias	6.38
2020-06-07	Portugal	Europa	casos_media_movil_7dias	306.9
2020-06-07	Portugal	Europa	ia_7dias	21.07
2020-06-07	Puerto Rico	América	casos_media_movil_7dias	171
2020-06-07	Puerto Rico	América	ia_7dias	41.84
2020-06-07	Qatar	Asia	casos_media_movil_7dias	1704.7
2020-06-07	Qatar	Asia	ia_7dias	414.19
2020-06-07	Rumanía	Europa	casos_media_movil_7dias	165.3
2020-06-07	Rumanía	Europa	ia_7dias	6.01
